,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
2|1|testing,2.83916,-0.32199,-0.2107,-0.1401,-0.79456,0.93938,-0.84248,-0.33124,0.00947,-0.68511,-0.25994,-1.03963,-0.3521,-0.01791,-1.17614,-0.27825,3.13248,0.23858,-0.86644,-1.86972,0.09622,-0.78956,1.59736,-0.22402,1.6028,-1.04112,0.54179,5.60567,0.09365,-0.77874,1.55299,-0.33274,-0.48526,1.32266,1.62748,-1.08482,-0.69192,0.97018,-0.27399,0.89351,-0.8427,-0.54898,-0.28687,-1.99341,-0.8739,2.77728,0.3929,-0.36619,2.92871,-0.31621,-0.72807,1.74287,-0.72001,0.57952,0.124,1.79685,0.189,-0.52134,-0.71128,-0.78143,1.06829,-0.49795,0.34733,-0.52895,-0.02193,1.65123,-0.86334,-0.81004,0.4296,1.5436,-0.86641,0.5279,-0.60103,-0.72392,0.39688,-0.61779,-1.57265,0.93454,-0.45502,-0.70981,-0.95455,-1.24914,-0.41424,-2.77308,-0.86988,0.97014,-0.95724,-2.61084,1.05471,-0.06653,-0.1061,0.17292,0.78924,-1.41836,-0.53972,-0.02011,1.60159,-0.47471,-0.15524,-0.08183,3.00047,2.38077,-0.79382,1.64144,-0.59941,-0.38014,0.11947,-0.58108,0.20149,-0.45617,1
3|1|testing,-0.48293,-0.29221,-0.2107,-0.1401,-0.79456,0.2054,0.76925,-0.33124,1.88032,-0.68511,-0.20862,-0.75006,1.19921,-2.54548,-1.20141,-0.27825,-0.75203,-0.2684,0.54426,1.36101,0.67966,-0.78956,-0.22466,-0.17946,0.10434,-1.68022,0.67371,-0.24678,-2.11461,0.85186,1.19433,-0.33274,-0.48526,-0.29943,0.83722,0.00732,-0.69192,-1.24012,-0.27399,-0.24227,-0.8427,1.26303,-0.28687,0.1087,-0.8739,-0.29142,0.50449,-0.51911,-0.43749,-0.31621,-0.3912,-1.3802,-0.72001,0.88688,-1.07532,-1.03665,-0.84147,-0.52134,-0.71128,1.96591,0.72894,1.93344,-0.51658,-0.52895,-0.49412,0.95008,1.42798,0.88487,0.34467,0.0396,-0.90966,-2.75893,1.56745,1.05001,-1.3912,-0.64692,-1.04071,-0.74979,1.47158,-0.70981,-0.98274,-0.21288,-0.41424,-0.43602,0.55697,-1.03078,-0.13015,0.32903,0.89905,3.16936,-0.77694,0.30493,-0.82599,0.9536,-0.577,-0.43692,0.29921,-0.47471,-1.02291,-0.51903,-0.95955,-0.88897,0.65429,0.09033,-0.59941,-0.38014,0.24105,-0.58108,0.60877,-0.49687,1
4|1|testing,-0.48293,-0.28476,-0.2107,-0.1401,-0.79456,-0.80692,1.57511,2.10548,1.56371,1.37248,-0.19579,-0.22448,-0.3521,0.02736,-1.47947,-0.27825,-0.65149,-0.83084,-0.86644,0.23388,1.55479,-0.78956,0.02586,-0.16831,0.31038,-0.87678,-0.7982,-0.2399,-2.0421,0.66306,1.39159,-0.33274,-0.48526,-0.0764,-0.67373,-1.08482,2.59747,-1.24012,-0.27399,2.25646,0.89243,-0.54898,-0.28687,0.6085,1.79769,-0.18749,-0.68071,-0.21952,-0.43749,-0.31621,1.0225,-0.86863,0.76909,-0.3981,0.83516,-0.58233,-0.84147,-0.52134,-0.71128,1.67107,0.91558,-0.49795,-0.59841,-0.52895,-1.22685,-0.71517,-0.86334,-0.77238,0.53152,0.8668,-0.81452,0.71753,-0.60103,-0.38781,-0.60928,-0.96734,0.37781,-0.74979,-0.45502,-0.70981,-1.29275,0.25142,-0.41424,0.13559,-0.86988,-1.03078,-2.54482,0.13482,-0.81312,-0.66393,-0.17058,0.15722,-0.82599,0.75594,1.96548,-1.01179,-0.1101,-0.47471,-0.34605,0.30178,-0.9608,-0.69455,-0.79382,-0.51862,-0.59941,-0.38014,-0.236,-0.58108,-0.95927,-0.40733,1
5|1|testing,-0.48293,-0.27181,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.6073,-0.68511,-0.17347,-0.1258,-0.3521,1.30786,-1.0028,-0.27825,-0.39296,2.08537,-0.28937,0.21784,-0.32435,2.61952,0.67008,-0.14894,0.84019,0.7588,-0.86665,-0.22794,1.25193,1.39131,-1.06011,-0.33274,-0.48526,0.49713,0.62627,-1.08482,-0.69192,0.69389,12.25808,1.65409,1.76,-0.54898,-0.28687,0.36507,-0.8739,-0.25209,-3.28741,0.58608,-0.43749,-0.31621,-0.8898,0.14999,-0.72001,-1.54791,-0.26861,-0.61931,-0.84147,-0.52134,3.59419,-0.35067,-1.40415,-0.49795,-0.85365,-0.52895,-1.28922,-0.71517,1.10065,0.88487,-1.79072,0.77817,1.87656,-0.4744,-0.60103,1.63688,1.90809,-0.41805,2.32828,4.3032,-0.45502,-0.70981,-0.7613,-0.22336,2.41404,0.31999,4.1241,-1.03078,1.03152,1.37776,-0.81312,2.21942,0.08111,0.56223,-0.82599,-1.41836,-0.28409,-1.01179,0.59158,-0.47471,0.13035,-0.00752,0.52245,0.63859,-0.42461,-1.45875,2.36649,-0.38014,2.58179,-0.58108,1.24879,-0.1771,1
6|1|testing,0.37835,-0.28476,-0.2107,4.46194,-0.79456,-0.80692,-0.84248,-0.33124,-0.81083,0.33675,-0.19579,-0.5154,-0.3521,0.02736,0.52256,-0.27825,-0.04825,-0.77787,-0.86644,-1.96631,-0.83348,2.06285,2.28062,-0.16831,-0.30774,-0.87678,-0.52194,-0.2399,0.1332,-0.46978,0.7998,-0.33274,-0.48526,-0.74551,1.41733,-1.08482,1.03876,0.04922,-0.27399,1.31943,-0.8427,-0.54898,-0.28687,-0.44646,-0.8739,-0.31424,-0.41199,-0.72846,-0.43749,-0.31621,-0.34629,-1.01933,0.76909,-0.9849,-0.28226,-0.72285,-0.84147,0.40842,2.30254,-0.5402,0.35565,2.906,1.01604,-0.52895,-1.84834,1.42586,-0.86334,-0.35807,1.09206,0.8668,0.32715,-3.03705,-0.60103,-0.38781,-0.8396,1.33965,-0.27234,-0.74979,1.89971,-0.70981,0.93933,0.39156,2.41404,0.98106,-0.86988,0.97014,1.20428,0.36842,-0.81312,-0.66393,-0.62821,0.49037,-0.82599,0.03117,1.96548,-1.01179,0.70853,2.41948,-0.61585,0.26652,-1.39286,0.47195,-0.2048,-0.73478,-0.59941,-0.38014,2.18073,0.97491,-0.95927,1.20431,1
7|1|testing,-0.48293,-0.28073,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.23038,1.07039,-0.18883,-1.27908,1.78095,-2.40715,-1.10873,-0.27825,0.08581,0.89542,-0.86644,-0.45553,-0.57846,-0.78956,-0.64221,-0.16227,1.13453,-0.00638,1.70368,-0.23617,-1.99376,0.22251,-0.12076,1.12594,-0.48526,0.81576,0.53097,0.47538,2.7661,-1.24012,-0.27399,0.53858,1.10933,-0.54898,-0.28687,0.54345,2.68822,-0.66929,1.22006,-2.2142,-0.43749,-0.31621,-1.25084,-0.50273,-0.72001,1.70529,1.23399,2.10085,-0.84147,-0.52134,-0.71128,0.00033,0.72894,3.75698,-0.84952,-0.52895,1.35644,-0.71517,-0.86334,-0.03582,0.9675,1.0736,-0.75109,-0.67306,-0.60103,0.36534,0.44378,-0.54012,-0.1098,2.282,-0.45502,-0.70981,-0.8794,1.48928,-0.41424,0.49609,1.62711,0.97014,-2.21127,0.25146,-0.81312,-1.13331,-1.52059,-0.53653,-0.82599,-1.41836,-0.44031,-0.02779,0.07182,-0.47471,0.22955,-0.48952,-0.41134,-0.56494,-0.15596,0.96511,-0.59941,-0.38014,2.20511,-0.58108,-0.13792,-0.34764,1
8|1|testing,0.16303,-0.29568,-0.2107,-0.1401,-0.79456,0.15542,0.539,-0.33124,-0.18979,-0.68511,-0.2146,0.12512,-0.3521,0.87008,0.31722,-0.27825,0.13737,-1.15625,0.47461,0.07113,-1.01298,-0.78956,-0.32102,-0.18465,0.02509,-0.83043,-0.49842,-0.24998,1.53878,-0.60049,0.89085,-0.33274,3.04876,-0.38522,-0.66392,-0.09196,-0.69192,-0.27311,1.5163,2.22042,0.45865,-0.54898,-0.28687,-0.97256,0.65272,-0.80231,0.60863,1.37404,-0.43749,-0.31621,0.0726,0.85802,2.71637,-0.97393,0.9799,-0.3218,-0.84147,0.02389,-0.71128,0.03813,0.87251,-0.49795,-0.71415,-0.52895,-1.09574,-0.71517,1.25173,-0.38994,0.05722,-0.51716,-0.94625,-0.24519,1.37032,-0.53001,1.08266,1.10304,0.37781,2.61887,-0.45502,0.13473,0.7104,-0.13247,-0.41424,-1.25285,0.37862,0.97014,1.65042,-1.24091,0.76735,-0.05012,-0.1477,-0.41904,0.54074,0.75594,0.52705,-1.01179,-1.11765,-0.47471,0.02602,0.95169,-0.09406,-0.06644,0.0897,-0.62816,-0.59941,2.63059,-1.10129,2.63995,-1.11436,0.70842,1
9|1|testing,-0.07495,0.24109,-0.2107,-0.1401,-0.31461,-0.04317,-0.84248,-0.33124,-0.09847,-0.68511,-0.25088,-0.43862,-0.3521,0.27635,0.6894,-0.27825,1.45986,0.34425,-0.86644,-1.9744,0.70261,0.58849,-0.72572,-0.21615,-0.6168,-0.2742,-0.54798,-0.26942,0.78579,-0.75299,0.50391,-0.33274,0.39824,-1.08007,-2.47642,-1.08482,-0.69192,1.20285,-0.27399,0.38241,-0.8427,-0.54898,-0.28687,-0.51734,-0.8739,1.31952,-0.61164,0.53359,-0.0241,-0.31621,-0.71416,0.48203,0.76909,-0.90623,-0.46479,0.45336,-0.84147,1.55053,0.79563,-0.76133,0.63562,-0.49795,-0.12338,0.42677,0.02997,1.04803,-0.86334,0.88487,0.53152,1.177,-0.24368,0.09176,-0.60103,-0.69592,-1.03888,-0.19834,0.27516,-0.74979,-0.45502,-0.23476,0.1953,-0.36144,2.41404,-0.6596,-0.20401,0.97014,0.22436,-0.68597,0.21419,-0.89862,-0.5138,-1.75672,-0.82599,-1.41836,-0.00289,-0.57808,-0.51942,-0.47471,-0.04359,-0.30413,1.17297,2.2217,0.79364,1.4138,-0.59941,-0.38014,0.64498,0.69708,-0.95927,0.12988,1
10|1|testing,-0.48293,-0.27181,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.6073,-0.68511,-0.17347,1.04896,-0.3521,-0.8263,-1.0028,-0.27825,-1.25473,0.10367,0.32921,0.342,2.91862,-0.78956,0.67008,-0.14894,0.84019,-0.10203,0.22519,-0.22794,-0.61262,3.00965,-0.2147,-0.33274,-0.48526,0.49713,-0.8931,1.09946,-0.69192,0.69389,-0.27399,1.65409,-0.8427,-0.54898,6.6628,0.26701,-0.8739,0.15055,-0.03143,2.49436,-0.43749,-0.31621,1.5186,-2.92107,1.40728,1.44114,1.53859,-1.40856,-0.84147,-0.52134,-0.71128,-0.35067,0.99558,-0.49795,-1.26123,-0.52895,1.88193,-0.71517,3.06464,0.29299,0.6116,0.77817,2.69203,-1.07037,-0.60103,-1.00402,2.62944,-0.41805,0.37781,-0.74979,-0.45502,-0.70981,-0.7613,0.4817,2.41404,0.33885,-0.86988,0.97014,0.78796,0.17164,-0.81312,2.88997,-1.52059,-0.13847,-0.82599,-1.41836,-0.28409,-0.52456,-0.57789,-0.47471,0.93497,-2.63372,-0.25797,0.63859,-0.38295,1.08754,2.36649,-0.38014,-1.41851,-0.58108,-1.63129,-0.1771,1
11|1|testing,0.84591,0.87963,-0.2107,-0.1401,-0.12263,-0.80692,-0.52013,-0.33124,0.03345,0.16292,-0.314,0.70881,-0.3521,-0.74726,0.00351,-0.27825,1.09121,0.02428,1.04407,-0.42553,-0.25639,-0.78956,-0.22466,-0.27096,-0.41076,-0.50854,0.67824,-0.30325,-0.54356,-0.72152,0.86556,0.4629,0.33934,-0.29943,0.81885,0.20005,-0.00573,-0.90858,-0.27399,-0.6327,0.94201,1.03543,-0.28687,-0.90504,0.19474,0.70911,-0.05938,-0.78222,0.90899,-0.31621,-0.39839,0.70795,0.10727,-0.15207,0.69156,1.71223,-0.64825,-0.52134,-0.71128,-0.73676,1.35109,-0.49795,-0.45215,1.25505,0.6027,0.19315,0.28232,-0.266,0.34467,-0.47739,-0.11683,0.71753,0.03676,-0.66168,0.68198,-0.86053,-1.0711,0.19765,-0.45502,0.00277,0.25731,-0.35047,-0.41424,-0.78078,-0.22549,0.97014,-0.74585,-1.01574,-0.81312,-0.35101,-1.20914,1.02297,-0.82599,-1.41836,-0.85039,1.58338,0.52661,-0.47471,0.28808,0.04492,1.05451,0.89318,-0.79382,0.69102,-0.09097,-0.38014,-0.23948,-0.58108,-0.32459,-0.79532,1
12|1|testing,-0.48293,-0.29221,-0.2107,-0.1401,-0.79456,-0.80692,3.99269,-0.33124,-0.88998,-0.68511,-0.20862,-0.57473,-0.3521,1.60427,0.46695,3.1448,-0.24933,1.50776,-0.86644,-1.01248,-0.70717,2.0601,-0.22466,-0.17946,0.10434,-0.67592,0.11422,-0.24678,1.51089,-0.56419,-0.28515,-0.33274,1.57625,-0.29943,0.31711,0.00732,-0.69192,-0.1852,-0.27399,-0.24227,0.57696,1.25129,-0.28687,-1.03622,-0.8739,0.59671,-0.73834,-1.0862,-0.43749,-0.31621,0.25086,-0.26311,-0.72001,-1.6409,1.077,-0.39864,-0.84147,-0.52134,1.80024,-0.61391,-0.6709,-0.49795,1.36852,-0.52895,-0.75022,-0.71517,-0.86334,0.53961,-1.05668,1.5906,-0.43396,0.02223,-0.60103,-0.49051,-0.32872,1.27557,1.08707,-0.74979,-0.45502,0.24029,0.87733,-0.33006,-0.41424,-0.71988,1.98383,0.97014,1.92291,-0.13549,-0.81312,3.16936,-0.77694,-0.1602,-0.82599,0.36061,1.88346,-0.4713,-1.06518,-0.47471,-1.0402,0.01152,0.30073,0.56916,0.06815,0.35174,-0.59941,2.63059,-0.54241,-0.58108,-1.07128,2.18919,1
13|1|testing,0.25531,-0.32199,1.60827,-0.1401,0.88525,-0.80692,-0.23808,-0.33124,-1.06987,-0.68511,-0.25994,0.45349,-0.3521,-0.47061,1.85725,-0.27825,0.39047,0.21947,-0.86644,-0.12206,0.17553,-0.78956,0.23084,-0.22402,0.47895,0.60229,-1.3662,-0.27428,-0.1041,-0.77874,-0.59898,-0.33274,1.06087,0.10609,0.11514,-0.53875,-0.69192,-0.13497,-0.27399,3.44904,0.64456,1.15991,-0.28687,-0.32651,0.46189,0.98913,0.1139,0.18232,0.31055,-0.31621,-0.16361,0.96372,-0.72001,0.60009,-0.8245,0.20405,1.21946,-0.52134,-0.71128,-0.78143,-0.71332,-0.49795,-0.08352,-0.52895,-1.41862,1.65123,-0.86334,0.69654,0.93919,2.67159,-0.34747,-0.42022,-0.60103,-0.72392,-0.17268,2.87765,0.37781,2.61887,0.55415,-0.70981,2.42738,-0.23664,-0.41424,-0.34761,-0.86988,0.97014,0.41337,-0.25251,-0.81312,-0.06653,1.63081,0.84794,-0.01838,1.06655,1.69707,-1.01179,0.85737,-0.47471,-0.73542,-0.11819,0.76556,-0.00526,1.82513,1.03635,-0.59941,-0.38014,-0.37144,-0.58108,-0.40944,-0.45617,1
14|1|testing,-0.26146,-0.35336,-0.2107,-0.1401,0.10134,0.9772,0.12456,-0.33124,-0.75806,2.35759,2.87313,-0.81469,-0.3521,0.77432,1.11576,0.72853,-0.24933,-1.74184,0.37667,-0.2072,-0.5907,-0.78956,-0.43344,-0.27096,-0.75415,-1.01069,0.15836,-0.30325,0.90664,-0.87886,0.86556,-0.33274,-0.07296,-0.4853,0.03795,-0.12116,1.17533,-0.24549,-0.27399,-0.76284,0.49583,-0.54898,-0.28687,0.39972,-0.16148,0.01535,0.50856,0.06343,-0.43749,0.44019,0.13684,-0.1546,1.76182,0.239,-1.48965,-0.4798,-0.45504,1.79043,-0.71128,-0.85961,0.41786,-0.49795,-0.23352,0.36305,-0.79571,-0.26101,-0.09956,0.88487,-0.90097,-0.47739,-0.2754,0.60164,0.03676,-0.31934,0.14837,2.02321,1.10227,0.19765,-0.45502,0.00277,1.60068,-0.54508,2.41404,0.10827,-0.22549,0.97014,0.04105,0.11228,0.32833,0.69206,-0.02694,-0.14503,-0.82599,0.44532,-0.85039,-0.50521,0.52661,-0.47471,0.3124,0.93201,-0.79891,-0.0789,1.61826,-0.32492,-0.09097,-0.38014,0.4582,0.91181,0.98212,-0.79532,1
15|1|testing,0.741,-0.31673,1.81038,-0.1401,0.16533,-0.80692,-0.84248,-0.33124,-0.33592,0.32175,-0.25088,-0.49684,0.54603,0.02736,-1.47947,-0.27825,1.45986,0.5836,-0.31972,-0.72897,0.5677,-0.78956,0.77745,-0.21615,0.92849,0.02709,-0.30555,-0.26942,0.1332,-0.46978,0.50391,0.69692,-0.48526,0.59272,-0.20449,-0.47807,0.18895,1.81359,-0.27399,-1.02313,-0.0208,-0.54898,-0.28687,0.45059,-0.11059,1.16729,0.25572,-0.06756,0.80269,-0.31621,-0.5077,1.82089,0.02454,-0.8245,0.62955,0.65681,0.70423,0.58634,-0.71128,-0.5402,0.07568,-0.49795,2.16894,0.42677,-0.87315,1.92963,-0.17594,0.2634,0.53152,1.177,-1.09993,0.71753,-0.60103,-0.69592,-1.15888,-0.96734,0.58313,2.09251,-0.45502,-0.70981,-1.29275,-0.22495,-0.41424,-0.35294,-0.20401,-1.03078,-0.01036,0.15522,-0.81312,-0.42924,1.71714,-1.09816,0.06238,-1.07505,-0.24894,-1.01179,-0.1101,-0.47471,0.21768,0.19623,1.07436,0.76357,-0.79382,-0.35574,-0.59941,-0.38014,0.51114,0.73208,0.04876,-0.67594,1
16|1|testing,-0.48293,-0.30221,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.33592,-0.68511,-0.22585,-0.10522,-0.3521,-2.96045,-1.47947,-0.27825,0.75607,3.36927,-0.86644,-0.02486,0.89091,-0.78956,-0.47519,-0.19442,-0.51378,-2.68453,2.712,-0.25601,-2.47716,-0.65859,-0.77831,2.58461,-0.48526,-0.52247,0.13797,-1.08482,-0.69192,-1.24012,-0.27399,-0.71078,4.73453,-0.54898,-0.28687,-2.67417,-0.8739,-2.32576,2.78205,-2.33642,-0.43749,-0.31621,-2.62965,0.89972,-0.72001,3.011,3.33997,1.6283,-0.84147,-0.52134,-0.71128,-0.09795,-1.13751,-0.49795,-1.19166,-0.52895,-1.21153,-0.71517,-0.86334,0.60866,0.34467,-0.99439,-0.62424,0.71753,-0.60103,0.2284,-0.60348,-0.96734,2.18896,-0.74979,-0.45502,-0.70981,-1.29275,1.0842,-0.41424,-1.04063,-0.86988,-1.03078,1.14192,-1.6727,-0.81312,-1.13331,-1.52059,-0.51166,-0.82599,-1.41836,-0.98708,-1.01179,-0.1101,-0.47471,1.12859,2.71431,1.14382,0.08311,-0.67458,0.14071,-0.59941,-0.38014,1.46982,-0.58108,-0.28725,-0.94454,1
17|1|testing,-0.48293,-0.26679,-0.2107,-0.1401,-0.79456,-0.00016,-0.84248,-0.33124,-0.49422,-0.68511,-0.16482,0.31572,-0.3521,-0.47061,-0.36723,8.27937,-0.24933,0.22327,-0.86644,-0.46574,-0.87848,1.02408,1.02798,-0.14142,3.19491,2.33699,-0.51255,-0.2233,-0.30186,3.68396,-1.76463,-0.33274,-0.48526,3.04613,-0.47679,1.64553,-0.69192,-1.24012,-0.27399,2.10029,-0.8427,-0.54898,-0.28687,2.62201,-0.8739,0.25489,-3.2931,0.37596,-0.43749,-0.31621,-0.5888,0.91594,-0.72001,-1.89723,-0.16955,0.62575,-0.84147,-0.52134,1.80024,-0.24537,-1.13751,-0.49795,1.2047,-0.52895,0.71144,-0.71517,-0.86334,0.88487,-3.39227,3.14159,0.51743,0.02223,-0.60103,4.13107,0.4628,-0.32651,0.76791,-0.74979,-0.45502,3.09059,-0.67272,0.43316,2.41404,3.31364,-0.86988,-1.03078,-0.63902,2.3883,2.61123,3.56051,1.454,-1.2124,-0.82599,1.1908,-0.16692,-0.55365,3.71019,-0.47471,-2.60036,0.20229,0.73326,0.08311,-0.79382,-0.52822,-0.59941,-0.38014,0.35372,-0.58108,3.96887,-0.04919,1
18|1|testing,2.74688,3.64118,-0.2107,-0.1401,0.62002,-0.80692,-0.84248,-0.33124,-0.33592,-0.68511,-0.27277,1.74436,-0.3521,-0.96858,-1.47947,-0.27825,2.12342,-0.10587,-0.86644,-1.03633,0.66103,-0.78956,0.62713,-0.23516,-0.18411,-0.2742,2.15386,-0.28115,-1.08497,-0.80963,0.7998,2.452,-0.48526,0.45889,1.8878,-1.08482,-0.69192,-0.27311,-0.27399,-0.46091,-0.19203,-0.54898,-0.28687,-0.64619,-0.8739,2.22883,2.08539,-2.0661,2.8352,-0.31621,0.6691,1.95679,-0.72001,2.16531,0.0615,1.34817,0.63063,-0.52134,-0.71128,-0.80556,0.35565,-0.49795,-1.07167,0.17526,2.31793,1.32854,-0.86334,-1.601,-2.27118,-0.24991,-0.92868,0.71753,-0.60103,-0.75754,1.63403,-0.96734,-0.59742,1.41578,-0.45502,-0.34786,-1.29275,-2.19343,-0.41424,-1.02916,-0.37048,0.97014,-0.55818,-0.97068,-0.81312,-0.75781,-0.35821,2.82779,-0.82599,-0.603,-0.39657,2.07517,0.5448,-0.47471,2.81856,-0.04665,2.14033,1.40515,-0.79382,1.42883,-0.59941,-0.38014,-0.13516,-0.58108,-0.28725,-0.51477,1
19|1|testing,0.97049,0.6757,-0.2107,-0.1401,-0.32577,0.07487,-0.61759,-0.33124,0.07114,1.05844,-0.35503,0.33381,-0.3521,-0.41979,-1.13899,-0.27825,1.20748,-0.10292,0.97677,-0.82519,0.04407,-0.40405,-0.86377,-0.30658,-0.79971,-1.08584,0.35888,-0.32524,-0.16868,-0.92061,1.47613,0.23805,-0.19761,-0.45875,0.74188,-0.38771,0.24404,-0.51487,0.3089,-0.64067,0.45865,1.07978,-0.28687,-0.8385,-0.12834,1.23518,-0.02398,-0.01671,1.03522,-0.31621,0.39176,0.84922,1.10338,0.45334,0.21467,0.43484,-0.42928,4.87585,-0.40375,-0.8922,0.99558,-0.49795,-0.52876,0.09338,-0.10492,1.23968,-0.02163,0.03933,0.72599,-0.74117,0.4786,0.71753,-0.60103,-0.87826,0.55095,-0.57499,-0.35361,1.2714,-0.45502,-0.70981,-0.91314,-0.73073,2.41404,-1.02385,-0.86988,0.97014,-0.30183,-1.15717,-0.39381,0.11199,-0.42788,1.47463,0.26182,-0.73889,-0.48494,0.49046,-0.24376,-0.47471,-0.74314,-0.23531,0.88824,1.35278,-0.79382,0.31039,0.14207,-0.38014,-0.57335,0.89463,0.83735,-0.39637,1
20|1|testing,1.45496,-0.28073,-0.2107,-0.1401,-0.79456,-0.80692,-0.84248,-0.33124,-0.23038,0.17278,-0.18883,-0.44492,1.78095,-0.19396,-1.10873,-0.27825,1.42634,2.11154,-0.86644,-1.50214,-0.3915,-0.78956,-0.64221,-0.16227,-0.92585,-0.67592,0.2896,-0.23617,-0.06016,0.22251,1.19433,1.12594,7.76079,-1.41462,1.48666,-1.08482,0.90419,0.21039,-0.27399,3.14143,1.10933,-0.54898,-0.28687,0.16657,-0.8739,-1.44504,-0.90462,-1.69581,1.52613,-0.31621,-0.83461,0.92736,-0.72001,-0.06254,-1.85822,2.78448,-0.84147,-0.52134,-0.71128,0.00033,1.97324,-0.49795,1.18428,3.93105,-1.02945,1.7827,-0.86334,-0.95651,0.34467,3.14159,-0.75109,-0.20953,-0.60103,0.36534,2.07266,-0.54012,-0.1098,-0.74979,-0.45502,0.81035,-0.8794,1.41073,-0.41424,-0.60793,-0.86988,0.97014,-1.60337,-0.29467,-0.81312,1.47437,-0.52906,1.35587,-0.82599,0.21236,-0.44031,-1.01179,0.07182,-0.47471,0.13153,-1.30984,1.10184,0.73117,-0.79382,0.42162,-0.59941,-0.38014,0.40747,-0.58108,-0.13792,-0.34764,1
