,CKSAAGP_postivecharger.postivecharger.gap0,DDE_RR,CKSAAP_LV.gap1,CKSAAP_LF.gap1,CKSAAGP_alphaticr.alphaticr.gap5,PAAC_Xc1.I,CKSAAGP_uncharger.alphaticr.gap5,CKSAAGP_negativecharger.alphaticr.gap4,CTDD_normwaalsvolume.3.residue25,APAAC_Pc1.D,DDE_YP,Z5__18,CTDT_charge.Tr1331,CTDD_hydrophobicity_FASG890101.3.residue75,CTDD_hydrophobicity_CASG920101.3.residue75,GTPC_aromatic.uncharger.alphaticr,GAAC_postivecharge,Z5__41,PAAC_Xc1.S,MSW__7,Z5__39,QSO3_SC_F,CTDD_normwaalsvolume.1.residue25,DDE_MR,CTDD_hydrophobicity_PRAM900101.2.residue0,CTDC_solventaccess.G1,Cougar__1,DDE_KI,CTDD_hydrophobicity_PONP930101.3.residue75,CTDD_hydrophobicity_ENGD860101.1.residue0,ABHPRK__46,CKSAAP_RR.gap2,CKSAAGP_postivecharger.uncharger.gap5,CTDD_hydrophobicity_PRAM900101.2.residue25,APAAC_Pc2.Hydrophilicity.1,CKSAAGP_uncharger.alphaticr.gap1,QSO3_SC_D,ABHPRK__38,CKSAAGP_aromatic.alphaticr.gap5,CTDD_hydrophobicity_FASG890101.2.residue0,CKSAAGP_uncharger.postivecharger.gap0,APAAC_Pc1.M,ABHPRK__60,Ez__16,CKSAAGP_alphaticr.uncharger.gap5,Z3__18,NMBroto_BHAR880101.lag3,MSW__1,ABHPRK__20,CKSAAGP_negativecharger.alphaticr.gap5,MSW__18,Z5__10,ABHPRK__49,NMBroto_BHAR880101.lag2,Z5__42,Z3__16,CKSAAGP_alphaticr.alphaticr.gap3,DDR_H,AAC_F,CTDD_normwaalsvolume.3.residue0,OVPC_Polar,CKSAAGP_alphaticr.negativecharger.gap4,Argos,CKSAAGP_uncharger.postivecharger.gap5,Z3__10,CKSAAGP_postivecharger.alphaticr.gap2,AAC_S,CTDD_hydrophobicity_ARGP820101.3.residue100,CTDD_hydrophobicity_PONP930101.1.residue75,CTDD_hydrophobicity_ARGP820101.1.residue0,CTDD_polarizability.2.residue25,CTDD_hydrophobicity_PONP930101.2.residue100,GTPC_uncharger.uncharger.alphaticr,CTDD_secondarystruct.1.residue0,Z5__11,CTDD_hydrophobicity_CASG920101.3.residue0,CTDT_hydrophobicity_ZIMJ680101.Tr1331,CKSAAGP_postivecharger.alphaticr.gap3,ABHPRK__44,CKSAAGP_uncharger.alphaticr.gap3,CTDD_hydrophobicity_CASG920101.3.residue50,Z5__32,OVP_Aromatic_N1,Ez__15,CKSAAGP_uncharger.alphaticr.gap4,OVP_Polar_N1,MSW__11,Ez__13,AAC_I,CTDD_hydrophobicity_CASG920101.2.residue25,Aliphatic_Index,APAAC_Pc2.Hydrophobicity.1,AAC_V,CTDT_normwaalsvolume.Tr1221,CTDD_secondarystruct.2.residue0,PAAC_Xc1.G,CTDD_hydrophobicity_ZIMJ680101.1.residue25,CTriad_g2.g2.g2,NMBroto_CHAM810101.lag1,Z5__44,Charge_density,CTDC_normwaalsvolume.G3,DDR_P,APAAC_Pc2.Hydrophilicity.2,CKSAAGP_aromatic.alphaticr.gap0,OVP_Aliphatic_C3,Z5__15,PAAC_Xc1.H,CTDD_secondarystruct.1.residue25,CTDD_hydrophobicity_PONP930101.3.residue0,y
40|1|training,0.28805,0.41314,-0.15629,-0.21683,0.21039,-0.62401,-0.25781,-0.36697,-0.5776,0.54517,-0.28292,0.02372,-0.33747,-0.33785,0.43336,-0.27799,0.7038,0.21777,0.83256,0.17316,-0.35097,-0.9673,0.18401,-0.23168,-0.39716,0.18103,0.52466,-0.23984,0.00214,-0.66673,0.1536,-0.26215,1.96973,-0.11588,0.28701,0.25172,0.16792,-0.79602,-0.31007,-0.57644,0.59205,1.30334,-0.34371,-0.78425,-0.54147,0.20476,-0.14998,-0.84722,0.38938,-0.30225,-0.68047,0.30896,-0.39584,-0.66804,1.30465,2.20626,-0.77506,-0.44141,-0.89745,-0.77577,1.1671,-0.28966,-0.30128,0.99823,0.9978,0.78638,0.27364,-1.57008,0.4388,-0.43888,-1.15825,0.47934,1.11888,-0.6887,0.39155,-1.08962,-1.4895,0.10234,-0.45241,0.90191,0.53801,0.17527,-0.54663,-0.64201,0.42997,0.87029,-0.94232,-0.88728,-0.61523,-0.13767,-1.27736,0.17286,-0.69356,-1.31096,-1.00257,2.19578,0.06165,-0.40363,0.24694,-0.28786,0.768,0.18306,-0.75691,0.16396,-0.68687,-0.43064,-1.04214,-0.4677,-0.55586,-0.96866,1
41|1|training,-0.41181,-0.25972,-0.15629,-0.21683,0.44782,-0.62401,-0.65535,-0.36697,-0.47803,-0.59804,-0.23896,0.90125,-0.33747,-0.92994,-1.04487,-0.27799,0.65769,-0.09695,-0.05518,-0.04921,0.01824,1.13761,-0.79453,-0.18768,-0.56851,0.03448,0.39133,-0.19103,-0.7291,1.06677,0.52234,-0.26215,2.62202,-0.7903,-1.92676,-1.04161,-0.55359,1.98745,-0.31007,-0.69302,0.84749,-0.51802,-0.34371,0.10602,1.145,-0.03764,0.49329,-0.43849,-0.37016,-0.30225,-0.55552,0.80938,-0.89733,0.73065,0.3018,0.30585,0.07713,-0.44141,1.40032,-0.33438,0.2039,-0.28966,-0.94277,-0.4768,0.32542,1.30373,0.41485,-0.87169,1.29065,-0.57622,0.06771,0.75657,-0.5309,0.72018,-0.61881,-0.60723,0.92125,-0.48093,-0.45241,-0.77005,-0.81222,-0.28086,-0.54663,0.33465,-0.76744,-1.14904,0.30308,0.34702,-0.61523,0.01604,-0.09133,-2.09915,0.6059,0.548,-0.33107,-0.34238,-0.9359,-0.40363,-0.46638,0.29366,1.10546,0.7505,-0.75691,0.94951,0.47177,-0.43064,-0.8575,-0.4677,0.52815,-0.26617,1
42|1|training,-0.41181,-0.28883,-0.15629,-0.21683,0.85791,-0.62401,-0.65535,-0.36697,-0.77088,-0.59804,-0.26016,0.07087,-0.33747,-1.17013,-1.68758,-0.27799,0.04753,1.83918,-0.77503,1.00942,0.20267,-0.9673,0.53921,-0.20891,0.28197,-0.88912,1.23436,-0.21457,-0.94416,-0.43664,-1.55637,-0.26215,-0.47633,0.46597,-1.24272,0.28047,-0.55359,0.77529,-0.31007,-0.11439,-0.68514,-0.51802,-0.34371,-1.66088,0.22511,-1.65259,0.20667,-0.54105,-0.37016,-0.30225,-1.26375,0.95188,-0.89733,1.24671,1.18798,1.00402,0.14268,-0.44141,-0.89745,-0.61257,-1.83229,-0.28966,-0.74316,-0.4768,-1.03381,-0.59323,-0.76194,0.75246,0.75377,-1.00541,-0.12948,0.14502,1.99876,-0.5017,-1.12718,-1.22567,-0.72244,-0.48093,2.01278,-0.09484,-1.46137,-0.13086,-0.54663,-0.95943,-0.10221,-1.14904,1.4659,-0.9559,-0.61523,-0.9886,0.63156,-1.87966,1.82891,0.23817,-0.91344,-0.89619,-0.757,2.74804,0.71816,3.7151,0.51589,-0.91842,-0.34949,0.28482,-0.68687,-0.43064,-0.98461,-0.4677,-0.78131,-0.87542,1
43|1|training,-0.41181,-0.34016,-0.15629,-0.21683,-0.22884,-0.62401,0.25105,0.56182,-0.42449,4.12778,-0.29756,-0.35622,0.77608,0.50253,0.82106,-0.27799,-0.25318,1.13391,2.54954,0.64293,0.20134,-0.39908,-0.33259,-0.24633,-0.91399,-0.35383,-0.17426,-0.2561,0.71568,-0.95851,0.90232,-0.26215,0.14334,-0.35519,0.1545,0.32605,2.0516,0.19166,0.28687,-0.54024,-0.68514,-0.51802,-0.34371,0.09652,0.13312,-0.45387,-0.37408,0.42798,-0.37016,-0.30225,0.66963,-0.58509,0.31595,-0.80332,-0.20863,-0.46513,-0.11225,3.88749,-0.48978,-0.98274,0.75411,0.32874,-0.52544,-0.10313,-0.16897,0.49075,0.90834,0.03207,0.46347,-0.54853,0.33033,0.75657,-0.5309,-0.92584,-0.22911,1.18826,-0.65669,-0.02728,-0.45241,-0.44495,1.0724,0.47883,1.82939,-0.06273,-0.15338,0.87029,-0.5442,-0.24896,-0.61523,-0.96186,-0.1948,-0.42699,0.22863,-0.07165,-0.42827,0.38267,-0.03332,-0.40363,0.11186,0.23319,-0.96292,-0.42872,-0.75691,-0.82302,0.47177,-0.43064,0.07499,0.81326,0.99647,-0.20807,1
44|1|training,-0.41181,-0.22753,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,1.73465,0.54034,-0.21551,-0.15688,-0.33747,-0.67473,-1.68758,-0.27799,-0.01462,-0.59074,0.09073,2.01989,-1.15997,-0.9673,-0.2973,-0.16421,1.84118,0.29617,-0.51837,-0.165,-1.33846,-0.13705,0.26627,-0.26215,-0.47633,1.73878,-1.53198,-1.04161,1.3486,0.90998,-0.31007,-1.05734,-0.68514,-0.51802,-0.34371,-0.59165,-0.54147,0.16807,-0.29527,1.59985,-0.37016,-0.30225,-1.03687,-0.2461,-0.89733,-0.16988,-1.10509,-0.00619,-0.77506,-0.44141,-0.89745,1.7675,-0.04694,-0.28966,0.39839,-0.4768,-0.69767,-0.59323,1.39551,-3.71397,0.56629,-0.21857,0.38697,-0.97615,-0.5309,1.39752,-0.18,-1.22567,-1.70866,-0.48093,-0.45241,-0.77005,-1.46137,0.88747,-0.54663,-1.99312,-0.76744,0.87029,-1.18186,-1.20272,-0.61523,0.30069,0.9654,-1.32688,4.07111,2.40696,0.38636,-0.89619,-0.42901,-0.40363,-0.23611,0.13691,0.15802,-0.97726,-0.75691,-0.59053,-0.68687,2.3221,1.7063,-0.4677,1.25404,0.48435,1
45|1|training,-0.41181,-0.24811,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,0.21343,0.56062,-0.2305,-1.04141,3.83834,-0.3628,1.45456,-0.27799,-0.36678,0.76323,-0.77503,-0.38899,0.90289,0.27746,1.52586,-0.17922,2.82291,-0.66335,-0.09071,-0.18164,-0.2213,-0.47659,1.20521,-0.26215,4.68758,2.76914,-0.84326,-1.04161,0.87348,2.79556,-0.31007,-0.61206,-0.68514,-0.51802,-0.34371,0.29222,-0.54147,-0.78776,1.04878,-0.99887,-0.37016,-0.30225,-0.2014,-0.72814,-0.89733,-0.37947,0.33566,-0.26203,-0.77506,-0.44141,0.50674,0.32246,0.87279,3.72994,0.81947,-0.4768,-1.09569,-0.59323,-0.76194,0.25619,0.56629,-0.48085,-0.78365,-1.55372,-0.5309,0.56966,-0.66184,1.79784,0.92125,-0.48093,-0.45241,0.98551,1.71224,1.06683,-0.54663,-0.24086,-0.76744,0.87029,-0.95494,0.29916,-0.61523,-0.22116,0.19046,-1.16722,0.89466,1.01274,-0.13975,-0.89619,-0.80073,-0.40363,-0.09503,-0.02105,-0.98381,-0.64384,-0.75691,-1.29578,-0.68687,-0.43064,0.33992,-0.4677,0.36684,-0.06603,1
46|1|training,3.46435,-0.27512,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.65583,0.21966,-0.25018,-0.09292,2.23226,-1.47681,1.84732,-0.27799,3.00394,-0.45497,-0.77503,-1.88593,-1.32487,-0.9673,0.48405,-0.19891,0.57896,-1.75995,0.88591,-0.20349,-1.21876,-0.71912,2.27827,1.99927,1.46013,0.41402,2.88032,-1.04161,0.6402,-0.41614,-0.31007,0.08767,-0.68514,-0.51802,-0.34371,-1.27102,-0.54147,0.56339,0.80902,-1.90076,3.83649,-0.30225,-2.4088,1.50874,-0.89733,0.5362,0.15568,2.89881,-0.77506,-0.44141,-0.89745,-0.81293,2.31807,-0.28966,-1.06097,0.69093,-0.85825,0.78638,-0.76194,-2.11881,0.45246,0.34346,0.5124,0.50904,-0.5309,-0.73127,0.43942,2.17578,-0.89946,0.74394,-0.45241,-0.77005,2.10895,-1.53732,-0.54663,-1.63464,-0.76744,0.87029,-0.73705,-1.80849,-0.61523,0.41252,-0.78797,2.14356,-0.69356,-0.35765,0.16088,-0.89619,-0.1104,-0.40363,-0.17782,0.25919,2.46432,1.88069,-0.75691,1.73596,-0.68687,-0.43064,0.36302,-0.4677,-0.64711,0.60229,1
47|1|training,-0.41181,-0.23494,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,1.30002,-0.59804,4.58629,-1.20071,-0.33747,-0.27368,1.34234,-0.27799,-1.07111,0.50633,-0.77503,0.03876,-0.17837,0.93885,-0.45357,-0.16962,-0.26252,-0.11505,0.11108,-0.17099,-0.1415,1.46364,-0.94093,-0.26215,-0.47633,-0.46915,-0.37069,-1.04161,-0.55359,-1.24497,-0.31007,-0.48483,-0.68514,-0.51802,-0.34371,-0.82457,7.8909,0.69922,-1.21652,-0.39864,-0.37016,-0.30225,0.77692,-0.52671,0.8937,1.20781,-0.7317,-0.84572,-0.77506,-0.44141,0.90794,1.35463,-1.22944,-0.28966,0.44208,-0.4768,0.28701,-0.59323,-0.76194,0.75246,0.79395,-0.33097,0.88867,-1.71874,-0.5309,0.33312,-0.67125,1.68986,-0.83202,-0.48093,2.83451,-0.77005,1.5989,0.35608,-0.54663,-0.67992,-0.76744,-1.14904,0.79984,-0.1196,-0.61523,0.07704,-1.06637,-0.13681,-0.69356,-0.2782,1.51373,-0.22588,-0.58832,2.74804,0.21396,-2.32556,-0.06262,-0.26278,-0.28437,0.79624,-0.68687,-0.43064,1.69032,-0.4677,0.11335,1.66375,1
48|1|training,0.42803,0.49795,-0.15629,-0.21683,-0.67994,1.24246,-0.15179,-0.36697,-0.00388,-0.59804,-0.27212,0.36669,-0.33747,-1.07577,-0.34095,-0.27799,1.04187,-0.55179,1.5389,-0.85589,0.2693,-0.27957,-0.76611,-0.22087,-0.54301,-0.9375,0.60653,3.6699,-0.85967,-0.86463,1.20521,-0.26215,0.55645,-0.76354,-0.05774,-1.04161,-0.55359,0.90998,0.18738,-0.8665,0.84749,1.2256,-0.34371,-0.1093,0.58284,0.41183,-0.79114,-0.15867,0.54128,-0.30225,-1.49602,-0.27888,-0.89733,0.5427,-0.19896,0.41742,-0.77506,-0.44141,-0.29565,-0.50328,1.39835,-0.28966,-1.37795,0.14599,-0.18902,-0.59323,1.0873,-0.31097,1.24926,-0.7806,-1.11812,0.42653,-0.5309,-0.37647,-0.45441,-0.4158,-0.65669,0.96009,-0.45241,0.26263,-0.27126,-0.96357,-0.54663,-0.8409,-0.26852,0.87029,0.46164,-0.72065,0.99163,1.86626,-0.5975,0.27147,-0.69356,-1.00114,-0.0646,-0.30279,-0.58832,-0.40363,0.20095,0.11971,1.12572,1.1662,-0.75691,0.22031,-0.68687,-0.43064,-0.28503,-0.4677,-0.39363,0.01259,1
49|1|training,2.50935,-0.31648,-0.15629,-0.21683,-0.05341,1.32452,-0.65535,-0.36697,-0.16687,-0.59804,-0.28031,-1.19523,-0.33747,0.0271,-1.39301,-0.27799,3.15486,0.23126,0.03019,-1.36923,-0.16765,-0.9673,1.07007,-0.22907,1.10489,-0.90323,0.99999,7.03239,0.12782,-0.90101,1.43994,-0.26215,0.38432,0.966,1.39125,-0.5909,-0.55359,0.6289,-0.31007,0.44548,-0.01878,-0.51802,-0.34371,-1.86075,-0.54147,2.55933,0.6997,-0.54619,2.80007,-0.30225,-1.54455,1.64575,-0.89733,0.9796,-0.06713,1.97056,-0.17853,-0.44141,-0.89745,-0.94195,1.10272,-0.28966,-1.19941,0.04219,0.32556,0.85207,-0.22258,-0.92245,0.76549,0.76499,-0.92998,0.61218,-0.5309,-0.87911,0.13103,-0.94222,-1.70866,1.96881,-0.45241,-0.77005,-1.16384,-0.98504,-0.54663,-2.60656,-0.3473,0.87029,-1.02447,-2.52633,0.79077,-0.2864,-0.197,0.0242,0.49761,-1.31096,-0.79739,0.96227,0.96491,-0.40363,0.01345,0.03202,3.29333,2.02359,-0.75691,1.62559,-0.68687,-0.43064,0.11416,-0.4677,-0.07677,-0.75401,1
50|1|training,-0.41181,-0.22753,-0.15629,-0.21683,-0.67994,1.38096,-0.65535,-0.36697,2.49526,-0.59804,-0.21551,-0.61105,-0.33747,0.26104,0.07987,-0.27799,-0.01462,0.16582,-0.77503,-0.11914,-0.16702,-0.9673,-1.3912,-0.16421,3.80463,0.29617,-0.47207,-0.165,0.33728,0.88157,0.26627,-0.26215,-0.47633,3.7995,-0.39224,1.43728,-0.55359,3.06492,-0.31007,-1.05734,-0.68514,-0.51802,-0.34371,1.72769,-0.54147,0.70624,-0.28027,2.38958,-0.37016,-0.30225,-0.86927,1.08173,1.19221,0.18511,0.18545,-0.36485,-0.77506,-0.44141,-0.89745,2.49002,-0.04694,-0.28966,0.9241,-0.4768,-0.83326,-0.59323,-0.76194,0.00806,-1.02732,0.56828,-0.491,-2.70887,-0.5309,0.56966,0.10359,0.47505,-0.65669,-0.48093,-0.45241,-0.77005,0.32379,1.20404,-0.54663,0.56585,-0.76744,-1.14904,2.50211,0.06365,5.00877,-0.48209,2.29874,-0.206,1.68877,-1.31096,-0.40281,-0.89619,0.68613,-0.40363,1.36254,-0.29045,0.86652,0.02302,-0.75691,-0.11798,-0.68687,-0.43064,1.26799,-0.4677,0.36684,-0.34123,1
51|1|training,-0.41181,-0.29726,-0.15629,-0.21683,-0.24619,0.35572,-0.07432,-0.36697,-1.06759,-0.59804,-0.26631,-0.10977,-0.33747,0.95056,0.1729,1.18629,0.2634,-0.66744,0.03471,0.08475,-0.09175,-0.9673,-0.00943,-0.21505,-0.79398,0.44767,-1.22684,-0.22139,0.42548,-0.834,0.11802,-0.26215,-0.47633,-0.70156,-0.63389,0.12493,-0.55359,-0.04778,0.8379,-0.63549,0.16632,-0.51802,-0.34371,0.38944,0.10717,0.00836,0.29642,0.88979,-0.37016,-0.30225,0.18532,0.77853,1.08223,-0.7739,1.1799,-0.6779,0.81569,0.79329,-0.89745,-0.89442,0.09828,-0.28966,-0.4339,0.2418,-0.08506,1.30373,-0.08064,0.28231,-0.60795,-0.50846,-0.53721,0.75657,0.58512,-0.82464,0.34397,0.56456,0.33682,0.33565,-0.45241,-0.77005,0.41775,-0.69206,1.82939,0.01305,0.37295,0.87029,0.30572,-0.09656,0.27277,-0.52329,0.75667,-0.65305,-0.69356,0.75455,0.30329,-0.27322,0.2166,-0.40363,-0.80998,-0.05411,0.06605,-0.08227,-0.75691,-0.46559,-0.04318,-0.43064,0.47007,2.02825,-0.56706,-0.38468,1
52|1|training,-0.41181,-0.26508,-0.15629,-0.21683,-0.67994,0.47484,-0.65535,1.35792,-0.54717,1.73547,-0.24286,-0.45381,-0.33747,-0.67473,0.07987,2.21129,-0.54287,2.64032,-0.77503,-0.14868,-0.47951,0.22106,-0.84425,-0.19159,0.36859,-1.14311,-0.98651,-0.19537,-0.50059,-0.64636,0.73574,-0.26215,-0.47633,0.19323,-0.62659,-1.04161,2.17152,2.67312,-0.31007,-0.05546,-0.68514,3.19974,-0.34371,1.84229,0.86392,-1.68235,0.76274,-0.81652,-0.37016,1.47412,0.56216,-1.3338,-0.89733,-0.07248,1.08475,0.28824,0.71627,-0.44141,0.15569,-0.40006,0.87279,-0.28966,1.25564,1.08017,-1.38086,-0.59323,-0.76194,-0.73635,0.96469,-0.61199,0.82596,-2.70887,-0.5309,-0.25821,1.04676,0.1916,-0.27416,-0.48093,-0.45241,-0.77005,0.02626,0.98928,-0.54663,1.63881,0.37295,0.87029,-0.61677,1.64081,0.79077,-0.48209,-0.69274,-0.44107,-0.69356,-0.18432,-0.00823,-0.89619,-0.98658,-0.40363,-0.40653,-1.14741,-1.01757,0.02302,-0.75691,-0.1853,-0.68687,-0.43064,-0.00239,-0.4677,-0.52037,-0.34123,1
53|1|training,-0.41181,-0.29311,-0.15629,-0.21683,1.19966,-0.62401,-0.65535,-0.36697,-0.80071,-0.59804,-0.26328,0.17159,-0.33747,-0.67473,-1.68758,-0.27799,-0.01462,1.17766,-0.77503,0.92405,0.16975,-0.9673,0.43196,-0.21202,0.20497,-0.66335,0.79336,-0.21803,-0.50059,-0.47659,-1.6116,-0.26215,-0.47633,0.36496,-1.46774,0.19784,-0.55359,0.65645,-0.31007,-0.16678,-0.68514,-0.51802,-0.34371,-1.42971,-0.54147,-1.43082,-0.47021,-0.32506,-0.37016,-0.30225,-1.12001,0.89644,-0.89733,0.9264,0.98804,0.8269,0.07713,-0.44141,-0.89745,-0.6409,-1.88639,-0.28966,-1.54432,-0.4768,-1.17002,-0.59323,-0.76194,0.75246,0.56629,-1.00541,-0.19834,-0.01353,1.84065,-0.53416,-1.27174,-1.22567,-1.08986,-0.48093,3.02786,0.48392,-1.46137,0.12204,-0.54663,-0.9073,0.46068,-1.14904,1.4011,-0.70175,-0.61523,-1.00395,0.9654,-1.77245,1.68877,0.51155,-0.92892,-0.89619,-0.80073,2.74804,0.45878,3.79469,0.45107,-0.97726,-0.30608,0.35909,-0.68687,-0.43064,-1.51809,-0.4677,-0.8161,-0.89161,1
54|1|training,1.07025,1.44926,-0.15629,-0.21683,0.25986,2.2098,-0.65535,-0.36697,0.46697,-0.59804,-0.26328,0.53959,-0.33747,0.57297,-0.90205,-0.27799,1.7462,0.78632,0.00567,-0.87149,0.89174,-0.9673,3.34902,-0.21202,3.15015,-0.02367,-0.20327,-0.21803,-1.89704,0.88157,0.57925,0.56704,2.10562,3.1126,1.20248,-1.04161,-0.55359,0.02265,-0.31007,-1.05734,0.21641,-0.51802,-0.34371,0.7132,-0.54147,1.41135,-0.14249,0.4006,1.23827,-0.30225,-0.2291,2.20981,0.4957,0.47818,0.36106,0.56923,0.50322,1.08556,-0.89745,0.32246,0.25964,-0.28966,0.82971,0.30169,-0.9023,1.43019,-0.04279,-1.48075,1.89429,2.14196,-1.07631,0.37152,-0.5309,-0.81012,0.33948,-0.65877,-0.78046,0.39398,-0.45241,-0.77005,-0.86631,-0.35241,-0.54663,-0.65212,-0.76744,-1.14904,0.48794,-0.27564,2.19677,-1.00395,1.5352,1.33475,-0.69356,-0.94646,-0.40281,-0.89619,1.05784,2.74804,1.16059,0.33465,1.31737,0.68988,-0.75691,0.27178,-0.68687,-0.43064,0.187,1.93874,0.0711,-0.89161,1
55|1|training,-0.41181,-0.24811,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,2.74879,-0.59804,-0.2305,0.33634,-0.33747,1.50873,-1.29481,-0.27799,-1.07111,-1.10492,1.22512,2.52997,0.19625,-0.9673,0.06733,-0.17922,0.20497,-0.66335,-0.6967,-0.18164,1.45444,3.59789,0.57925,-0.26215,-0.47633,0.0215,0.04389,0.3749,-0.55359,-1.24497,-0.31007,-0.16678,-0.68514,-0.51802,-0.34371,-0.66205,-0.54147,1.16009,-0.16656,0.88163,-0.37016,-0.30225,2.17693,-0.35397,0.4957,-0.05052,-1.6837,0.86073,-0.77506,-0.44141,-0.89745,2.73086,1.48594,-0.28966,-0.91269,-0.4768,-1.03308,-0.59323,2.11466,0.25619,-0.49611,0.04371,-0.78365,-0.39857,2.17945,2.22539,-0.62563,-0.84773,-1.05118,-0.48093,-0.45241,0.98551,-1.06467,-0.32508,-0.54663,-0.30756,1.22825,0.87029,0.99001,-0.43117,-0.61523,1.86626,-1.13149,-0.09183,-0.69356,-1.31096,-0.66586,-0.89619,-0.0573,-0.40363,0.51148,1.29414,-0.33022,-1.31069,-0.01555,0.01448,-0.68687,-0.43064,1.91509,-0.4677,2.14125,-0.61642,1
56|1|training,-0.41181,-0.26508,-0.15629,-0.21683,-0.67994,-0.62401,-0.65535,-0.36697,-0.92748,-0.59804,-0.24286,0.23586,-0.33747,-2.07838,-1.09843,-0.27799,-0.54287,-1.50318,-0.77503,-0.74611,-0.04396,0.14305,-0.2973,-0.19159,0.36859,-1.14311,-0.56374,-0.19537,-1.75739,0.37226,1.20521,-0.26215,2.10562,0.19323,0.16732,-1.04161,-0.55359,-0.26545,-0.31007,0.94643,-0.68514,-0.51802,-0.34371,-0.25793,-0.54147,0.66418,0.51933,-0.69148,-0.37016,-0.30225,-0.56702,-1.25692,0.14744,0.66333,0.40156,0.10843,-0.77506,-0.44141,0.15569,-0.76132,1.79252,-0.28966,-0.56293,-0.4768,-0.69017,-0.59323,-0.76194,-0.73635,1.36309,1.35512,-0.491,-1.26493,-0.5309,0.98359,-1.71004,-0.94222,-0.27416,-0.48093,-0.45241,-0.77005,-1.16384,0.03835,1.82939,-0.03511,-0.76744,-1.14904,0.10015,-0.12067,-0.61523,-0.0907,-1.35941,0.09457,-0.69356,0.94233,-0.79739,-0.89619,1.2437,-0.40363,-0.10343,0.84621,-0.55754,0.02302,0.14809,-0.19569,-0.68687,-0.43064,0.50884,-0.4677,0.81044,-0.75401,1
57|1|training,-0.41181,-0.2702,-0.15629,-0.21683,0.1256,-0.62401,-0.65535,1.14231,-0.60568,-0.59804,-0.2466,-0.09594,-0.33747,-0.45878,0.21583,1.98499,0.39172,-0.16055,0.78098,-0.26759,2.14005,0.00689,-0.88632,-0.19533,-0.65089,-0.81097,-0.08512,-0.19951,-0.30723,-0.2154,0.48295,-0.26215,1.73677,-0.87676,-1.64675,-1.04161,-0.55359,0.55082,0.7559,2.02537,-0.68514,1.3619,-0.34371,-0.86522,-0.54147,-0.36072,-0.53017,1.00227,-0.37016,-0.30225,-1.16354,-0.57412,1.03148,1.3403,-0.23358,-0.40402,-0.77506,0.40707,0.07468,-0.45564,0.5898,-0.28966,-0.10254,-0.4768,0.11273,-0.59323,1.22955,0.40889,-0.78215,-0.64225,0.65712,-0.04315,-0.5309,0.44229,2.15406,0.60588,-0.3937,0.88004,-0.45241,-0.77005,0.46111,-0.99194,-0.54663,-0.70062,-0.76744,0.87029,0.02122,-0.5584,-0.61523,-0.54231,-0.90181,-1.19766,0.40598,-0.79458,-0.46351,-0.29764,-1.02947,-0.40363,-0.46254,-0.2063,-0.07087,1.25414,0.80931,-0.73534,0.27867,-0.43064,0.98572,0.73137,0.23034,-0.40473,1
58|1|training,-0.41181,-0.26508,-0.15629,-0.21683,-0.67994,-0.62401,0.60354,-0.36697,-0.16687,-0.59804,-0.24286,0.37891,-0.33747,1.19681,-1.68758,-0.27799,-0.01462,-1.2709,0.17944,0.12554,-0.73227,-0.9673,-0.84425,-0.19159,-0.61314,-0.18359,-1.42564,-0.19537,1.17515,0.37226,0.73574,-0.26215,-0.47633,0.19323,0.41539,0.9415,-0.55359,1.69359,-0.31007,-0.72338,-0.68514,-0.51802,-0.34371,0.42579,2.26932,0.037,0.4091,0.86541,-0.37016,-0.30225,1.39247,1.00536,2.23698,-0.8547,0.2053,-1.20829,-0.0294,0.48014,-0.89745,-0.0388,0.41293,-0.28966,0.05583,-0.4768,-0.14694,1.09296,0.31678,0.38026,0.16789,-0.61199,-0.491,0.75657,3.26359,-0.25821,-2.35164,-1.22567,-0.75233,-0.48093,-0.45241,1.4244,-1.46137,-0.94106,-0.54663,0.08337,0.37295,-1.14904,0.82033,0.50359,-0.61523,-0.48209,0.81155,-0.23844,-0.69356,-0.18432,0.38636,-0.16188,-0.98658,-0.40363,-0.43515,-0.39956,-0.34691,-0.47712,-0.75691,0.1449,0.36644,2.3221,-0.3095,2.47435,-0.52037,-0.34123,1
