,feature name,rank
1100,DDE_YS,643
50,CKSAAGP_aromatic.alphaticr.gap1,643
885,DDE_LA,643
3366,QSO3_SC3,643
535,CTriad_g3.g2.g1,643
884,DDE_KY,643
3643,OVP_Polar_C3,643
2821,CKSAAP_RY.gap2,643
79,CKSAAGP_aromatic.uncharger.gap2,643
2271,CKSAAP_DC.gap1,643
2327,CKSAAP_GK.gap1,643
1874,APAAC_Pc2.Hydrophilicity.3,756
819,DDE_GR,756
195,CTDC_polarity.G2,756
879,DDE_KR,756
262,CTDD_hydrophobicity_PONP930101.2.residue75,756
208,CTDC_solventaccess.G3,756
3562,formula_N,756
3622,OVP_Positive_C1,756
959,DDE_PR,756
990,DDE_RG,756
3403,ABHPRK__30,756
167,CKSAAGP_uncharger.postivecharger.gap5,756
3442,Cougar__7,756
3446,Cougar__11,756
3644,OVP_Hydrophobic_C3,756
456,CTriad_g1.g2.g7,756
2494,CKSAAP_SE.gap1,756
121,CKSAAGP_alphaticr.aromatic.gap4,756
2245,CKSAAP_AN.gap1,756
960,DDE_PS,756
130,CKSAAGP_postivecharger.alphaticr.gap4,756
993,DDE_RK,756
3460,Ez__7,756
2803,CKSAAP_RC.gap2,756
3388,ABHPRK__11,756
3473,Gravy,756
3598,OVP_Small_N2,756
359,CTDD_charge.1.residue0,756
142,CKSAAGP_uncharger.postivecharger.gap4,756
132,CKSAAGP_postivecharger.postivecharger.gap4,756
727,DDE_CD,756
617,CTriad_g5.g2.g3,756
1887,NMBroto_CHOC760101.lag1,756
181,CTDC_hydrophobicity_PONP930101.G3,756
1090,DDE_YG,756
156,CKSAAGP_postivecharger.aromatic.gap5,756
2514,CKSAAP_TF.gap1,2211
2434,CKSAAP_NS.gap1,2211
2515,CKSAAP_TG.gap1,2211
2432,CKSAAP_NQ.gap1,2211
2446,CKSAAP_PK.gap1,2211
2447,CKSAAP_PL.gap1,2211
2462,CKSAAP_QK.gap1,2211
2512,CKSAAP_TD.gap1,2211
2464,CKSAAP_QN.gap1,2211
2513,CKSAAP_TE.gap1,2211
2461,CKSAAP_QI.gap1,2211
2519,CKSAAP_TL.gap1,2211
2435,CKSAAP_NT.gap1,2211
2440,CKSAAP_PD.gap1,2211
2524,CKSAAP_TS.gap1,2211
2523,CKSAAP_TR.gap1,2211
2441,CKSAAP_PE.gap1,2211
2442,CKSAAP_PF.gap1,2211
2522,CKSAAP_TQ.gap1,2211
2456,CKSAAP_PY.gap1,2211
2443,CKSAAP_PG.gap1,2211
2439,CKSAAP_PC.gap1,2211
2521,CKSAAP_TP.gap1,2211
2438,CKSAAP_PA.gap1,2211
2444,CKSAAP_PH.gap1,2211
2437,CKSAAP_NY.gap1,2211
2445,CKSAAP_PI.gap1,2211
2520,CKSAAP_TN.gap1,2211
2458,CKSAAP_QE.gap1,2211
2465,CKSAAP_QP.gap1,2211
2518,CKSAAP_TK.gap1,2211
2459,CKSAAP_QF.gap1,2211
2517,CKSAAP_TI.gap1,2211
2436,CKSAAP_NV.gap1,2211
2460,CKSAAP_QG.gap1,2211
2448,CKSAAP_PN.gap1,2211
2452,CKSAAP_PS.gap1,2211
2450,CKSAAP_PQ.gap1,2211
2454,CKSAAP_PV.gap1,2211
2489,CKSAAP_RW.gap1,2211
2455,CKSAAP_PW.gap1,2211
2490,CKSAAP_RY.gap1,2211
2491,CKSAAP_SA.gap1,2211
2492,CKSAAP_SC.gap1,2211
2493,CKSAAP_SD.gap1,2211
2495,CKSAAP_SF.gap1,2211
2497,CKSAAP_SH.gap1,2211
2498,CKSAAP_SI.gap1,2211
2499,CKSAAP_SK.gap1,2211
2500,CKSAAP_SL.gap1,2211
2501,CKSAAP_SM.gap1,2211
2502,CKSAAP_SN.gap1,2211
2503,CKSAAP_SP.gap1,2211
2504,CKSAAP_SQ.gap1,2211
2505,CKSAAP_SR.gap1,2211
2506,CKSAAP_SS.gap1,2211
2507,CKSAAP_ST.gap1,2211
2508,CKSAAP_SV.gap1,2211
2433,CKSAAP_NR.gap1,2211
2487,CKSAAP_RT.gap1,2211
2486,CKSAAP_RS.gap1,2211
2485,CKSAAP_RR.gap1,2211
2483,CKSAAP_RP.gap1,2211
2466,CKSAAP_QQ.gap1,2211
2451,CKSAAP_PR.gap1,2211
2431,CKSAAP_NP.gap1,2211
2468,CKSAAP_QS.gap1,2211
2469,CKSAAP_QT.gap1,2211
2511,CKSAAP_TC.gap1,2211
2510,CKSAAP_TA.gap1,2211
2470,CKSAAP_QV.gap1,2211
2472,CKSAAP_RA.gap1,2211
2473,CKSAAP_RC.gap1,2211
2449,CKSAAP_PP.gap1,2211
2474,CKSAAP_RD.gap1,2211
2429,CKSAAP_NL.gap1,2211
2509,CKSAAP_SY.gap1,2211
2476,CKSAAP_RF.gap1,2211
2477,CKSAAP_RG.gap1,2211
2478,CKSAAP_RH.gap1,2211
2479,CKSAAP_RI.gap1,2211
2430,CKSAAP_NN.gap1,2211
2480,CKSAAP_RK.gap1,2211
2481,CKSAAP_RL.gap1,2211
2482,CKSAAP_RN.gap1,2211
2475,CKSAAP_RE.gap1,2211
2488,CKSAAP_RV.gap1,2211
0,AAC_A,2211
2526,CKSAAP_TV.gap1,2211
2646,CKSAAP_FT.gap2,2211
2647,CKSAAP_FV.gap2,2211
2648,CKSAAP_FY.gap2,2211
2649,CKSAAP_GA.gap2,2211
2650,CKSAAP_GC.gap2,2211
2651,CKSAAP_GD.gap2,2211
2652,CKSAAP_GE.gap2,2211
2653,CKSAAP_GF.gap2,2211
2645,CKSAAP_FS.gap2,2211
2654,CKSAAP_GG.gap2,2211
2656,CKSAAP_GI.gap2,2211
2657,CKSAAP_GK.gap2,2211
2659,CKSAAP_GM.gap2,2211
2661,CKSAAP_GP.gap2,2211
2662,CKSAAP_GQ.gap2,2211
2663,CKSAAP_GR.gap2,2211
2664,CKSAAP_GS.gap2,2211
2665,CKSAAP_GT.gap2,2211
2655,CKSAAP_GH.gap2,2211
2666,CKSAAP_GV.gap2,2211
2644,CKSAAP_FR.gap2,2211
2642,CKSAAP_FP.gap2,2211
2624,CKSAAP_EN.gap2,2211
2625,CKSAAP_EP.gap2,2211
2626,CKSAAP_EQ.gap2,2211
2627,CKSAAP_ER.gap2,2211
2628,CKSAAP_ES.gap2,2211
2629,CKSAAP_ET.gap2,2211
2630,CKSAAP_EV.gap2,2211
2631,CKSAAP_EY.gap2,2211
2643,CKSAAP_FQ.gap2,2211
2632,CKSAAP_FA.gap2,2211
2634,CKSAAP_FD.gap2,2211
2635,CKSAAP_FE.gap2,2211
2636,CKSAAP_FF.gap2,2211
2637,CKSAAP_FG.gap2,2211
2638,CKSAAP_FI.gap2,2211
2639,CKSAAP_FK.gap2,2211
2640,CKSAAP_FL.gap2,2211
2641,CKSAAP_FN.gap2,2211
2633,CKSAAP_FC.gap2,2211
2667,CKSAAP_GY.gap2,2211
2670,CKSAAP_HH.gap2,2211
2671,CKSAAP_HI.gap2,2211
2695,CKSAAP_IS.gap2,2211
2696,CKSAAP_IT.gap2,2211
2697,CKSAAP_IV.gap2,2211
2698,CKSAAP_IY.gap2,2211
2699,CKSAAP_KA.gap2,2211
2700,CKSAAP_KC.gap2,2211
2701,CKSAAP_KD.gap2,2211
2702,CKSAAP_KE.gap2,2211
2694,CKSAAP_IR.gap2,2211
2703,CKSAAP_KF.gap2,2211
2705,CKSAAP_KH.gap2,2211
2706,CKSAAP_KI.gap2,2211
2707,CKSAAP_KK.gap2,2211
2708,CKSAAP_KL.gap2,2211
2709,CKSAAP_KN.gap2,2211
2710,CKSAAP_KP.gap2,2211
2711,CKSAAP_KQ.gap2,2211
2712,CKSAAP_KR.gap2,2211
2704,CKSAAP_KG.gap2,2211
2693,CKSAAP_IQ.gap2,2211
2692,CKSAAP_IP.gap2,2211
2691,CKSAAP_IN.gap2,2211
2672,CKSAAP_HK.gap2,2211
2673,CKSAAP_HL.gap2,2211
2674,CKSAAP_HN.gap2,2211
2675,CKSAAP_HP.gap2,2211
2676,CKSAAP_HR.gap2,2211
2677,CKSAAP_HS.gap2,2211
2678,CKSAAP_HT.gap2,2211
2679,CKSAAP_HV.gap2,2211
2680,CKSAAP_IA.gap2,2211
2681,CKSAAP_IC.gap2,2211
2682,CKSAAP_ID.gap2,2211
2683,CKSAAP_IE.gap2,2211
2684,CKSAAP_IF.gap2,2211
2685,CKSAAP_IG.gap2,2211
2686,CKSAAP_IH.gap2,2211
2687,CKSAAP_II.gap2,2211
2688,CKSAAP_IK.gap2,2211
2689,CKSAAP_IL.gap2,2211
2690,CKSAAP_IM.gap2,2211
2623,CKSAAP_EL.gap2,2211
2622,CKSAAP_EK.gap2,2211
2621,CKSAAP_EI.gap2,2211
2620,CKSAAP_EH.gap2,2211
2550,CKSAAP_YC.gap1,2211
2551,CKSAAP_YD.gap1,2211
2552,CKSAAP_YE.gap1,2211
2553,CKSAAP_YF.gap1,2211
2555,CKSAAP_YI.gap1,2211
2556,CKSAAP_YK.gap1,2211
2557,CKSAAP_YL.gap1,2211
2558,CKSAAP_YN.gap1,2211
2549,CKSAAP_YA.gap1,2211
2559,CKSAAP_YP.gap1,2211
2562,CKSAAP_YS.gap1,2211
2563,CKSAAP_YT.gap1,2211
2564,CKSAAP_YV.gap1,2211
2565,CKSAAP_AA.gap2,2211
2566,CKSAAP_AC.gap2,2211
2567,CKSAAP_AD.gap2,2211
2569,CKSAAP_AF.gap2,2211
2570,CKSAAP_AG.gap2,2211
2560,CKSAAP_YQ.gap1,2211
2548,CKSAAP_WL.gap1,2211
2547,CKSAAP_WG.gap1,2211
2546,CKSAAP_VY.gap1,2211
2527,CKSAAP_TY.gap1,2211
2528,CKSAAP_VA.gap1,2211
2529,CKSAAP_VC.gap1,2211
2530,CKSAAP_VD.gap1,2211
2531,CKSAAP_VE.gap1,2211
2532,CKSAAP_VF.gap1,2211
2533,CKSAAP_VG.gap1,2211
2534,CKSAAP_VH.gap1,2211
2535,CKSAAP_VI.gap1,2211
2536,CKSAAP_VK.gap1,2211
2537,CKSAAP_VL.gap1,2211
2538,CKSAAP_VM.gap1,2211
2539,CKSAAP_VN.gap1,2211
2540,CKSAAP_VP.gap1,2211
2541,CKSAAP_VQ.gap1,2211
2542,CKSAAP_VR.gap1,2211
2543,CKSAAP_VS.gap1,2211
2544,CKSAAP_VT.gap1,2211
2545,CKSAAP_VV.gap1,2211
2571,CKSAAP_AH.gap2,2211
2525,CKSAAP_TT.gap1,2211
2572,CKSAAP_AI.gap2,2211
2574,CKSAAP_AL.gap2,2211
2599,CKSAAP_DC.gap2,2211
2600,CKSAAP_DD.gap2,2211
2601,CKSAAP_DE.gap2,2211
2604,CKSAAP_DI.gap2,2211
2605,CKSAAP_DK.gap2,2211
2606,CKSAAP_DL.gap2,2211
2607,CKSAAP_DN.gap2,2211
2608,CKSAAP_DP.gap2,2211
2598,CKSAAP_DA.gap2,2211
2609,CKSAAP_DQ.gap2,2211
2611,CKSAAP_DS.gap2,2211
2613,CKSAAP_DV.gap2,2211
2614,CKSAAP_DY.gap2,2211
2615,CKSAAP_EA.gap2,2211
2616,CKSAAP_ED.gap2,2211
2617,CKSAAP_EE.gap2,2211
2618,CKSAAP_EF.gap2,2211
2619,CKSAAP_EG.gap2,2211
2610,CKSAAP_DR.gap2,2211
2597,CKSAAP_CV.gap2,2211
2596,CKSAAP_CT.gap2,2211
2595,CKSAAP_CS.gap2,2211
2575,CKSAAP_AN.gap2,2211
2576,CKSAAP_AP.gap2,2211
2577,CKSAAP_AQ.gap2,2211
2578,CKSAAP_AR.gap2,2211
2579,CKSAAP_AS.gap2,2211
2580,CKSAAP_AT.gap2,2211
2581,CKSAAP_AV.gap2,2211
2582,CKSAAP_AY.gap2,2211
2583,CKSAAP_CA.gap2,2211
2584,CKSAAP_CC.gap2,2211
2585,CKSAAP_CD.gap2,2211
2586,CKSAAP_CE.gap2,2211
2587,CKSAAP_CG.gap2,2211
2588,CKSAAP_CI.gap2,2211
2589,CKSAAP_CK.gap2,2211
2590,CKSAAP_CL.gap2,2211
2591,CKSAAP_CN.gap2,2211
2592,CKSAAP_CP.gap2,2211
2593,CKSAAP_CQ.gap2,2211
2573,CKSAAP_AK.gap2,2211
2428,CKSAAP_NK.gap1,2211
2244,CKSAAP_AM.gap1,2211
2425,CKSAAP_NG.gap1,2211
2188,CKSAAP_TN.gap0,2211
2189,CKSAAP_TP.gap0,2211
2190,CKSAAP_TQ.gap0,2211
2191,CKSAAP_TR.gap0,2211
2192,CKSAAP_TS.gap0,2211
2193,CKSAAP_TT.gap0,2211
2194,CKSAAP_TV.gap0,2211
2195,CKSAAP_TY.gap0,2211
2196,CKSAAP_VA.gap0,2211
2197,CKSAAP_VC.gap0,2211
2198,CKSAAP_VD.gap0,2211
2199,CKSAAP_VE.gap0,2211
2200,CKSAAP_VF.gap0,2211
2201,CKSAAP_VG.gap0,2211
2202,CKSAAP_VH.gap0,2211
2203,CKSAAP_VI.gap0,2211
2204,CKSAAP_VK.gap0,2211
2187,CKSAAP_TL.gap0,2211
2205,CKSAAP_VL.gap0,2211
2186,CKSAAP_TK.gap0,2211
2184,CKSAAP_TH.gap0,2211
2167,CKSAAP_SL.gap0,2211
2168,CKSAAP_SM.gap0,2211
2169,CKSAAP_SN.gap0,2211
2170,CKSAAP_SP.gap0,2211
2171,CKSAAP_SQ.gap0,2211
2172,CKSAAP_SR.gap0,2211
2173,CKSAAP_SS.gap0,2211
2174,CKSAAP_ST.gap0,2211
2175,CKSAAP_SV.gap0,2211
2176,CKSAAP_SW.gap0,2211
2177,CKSAAP_SY.gap0,2211
2178,CKSAAP_TA.gap0,2211
2179,CKSAAP_TC.gap0,2211
2180,CKSAAP_TD.gap0,2211
2181,CKSAAP_TE.gap0,2211
2182,CKSAAP_TF.gap0,2211
2183,CKSAAP_TG.gap0,2211
2185,CKSAAP_TI.gap0,2211
2166,CKSAAP_SK.gap0,2211
2206,CKSAAP_VM.gap0,2211
2208,CKSAAP_VP.gap0,2211
2230,CKSAAP_YS.gap0,2211
2231,CKSAAP_YT.gap0,2211
2232,CKSAAP_YV.gap0,2211
2233,CKSAAP_YY.gap0,2211
2234,CKSAAP_AA.gap1,2211
2235,CKSAAP_AC.gap1,2211
2236,CKSAAP_AD.gap1,2211
2237,CKSAAP_AE.gap1,2211
2238,CKSAAP_AF.gap1,2211
2239,CKSAAP_AG.gap1,2211
2240,CKSAAP_AH.gap1,2211
2241,CKSAAP_AI.gap1,2211
2242,CKSAAP_AK.gap1,2211
2243,CKSAAP_AL.gap1,2211
2713,CKSAAP_KS.gap2,2211
2246,CKSAAP_AP.gap1,2211
2247,CKSAAP_AQ.gap1,2211
2229,CKSAAP_YR.gap0,2211
2207,CKSAAP_VN.gap0,2211
2228,CKSAAP_YQ.gap0,2211
2226,CKSAAP_YN.gap0,2211
2209,CKSAAP_VQ.gap0,2211
2210,CKSAAP_VR.gap0,2211
2211,CKSAAP_VS.gap0,2211
2212,CKSAAP_VT.gap0,2211
2213,CKSAAP_VV.gap0,2211
2214,CKSAAP_VY.gap0,2211
2215,CKSAAP_WG.gap0,2211
2216,CKSAAP_WK.gap0,2211
2217,CKSAAP_YA.gap0,2211
2218,CKSAAP_YC.gap0,2211
2219,CKSAAP_YD.gap0,2211
2220,CKSAAP_YE.gap0,2211
2221,CKSAAP_YF.gap0,2211
2222,CKSAAP_YG.gap0,2211
2223,CKSAAP_YI.gap0,2211
2224,CKSAAP_YK.gap0,2211
2225,CKSAAP_YL.gap0,2211
2227,CKSAAP_YP.gap0,2211
2248,CKSAAP_AR.gap1,2211
2165,CKSAAP_SI.gap0,2211
2163,CKSAAP_SG.gap0,2211
2104,CKSAAP_PC.gap0,2211
2105,CKSAAP_PD.gap0,2211
2106,CKSAAP_PE.gap0,2211
2107,CKSAAP_PF.gap0,2211
2108,CKSAAP_PG.gap0,2211
2109,CKSAAP_PH.gap0,2211
2110,CKSAAP_PI.gap0,2211
2111,CKSAAP_PK.gap0,2211
2112,CKSAAP_PL.gap0,2211
2113,CKSAAP_PN.gap0,2211
2114,CKSAAP_PP.gap0,2211
2115,CKSAAP_PQ.gap0,2211
2116,CKSAAP_PR.gap0,2211
2117,CKSAAP_PS.gap0,2211
2118,CKSAAP_PT.gap0,2211
2119,CKSAAP_PV.gap0,2211
2120,CKSAAP_PW.gap0,2211
2103,CKSAAP_PA.gap0,2211
2121,CKSAAP_PY.gap0,2211
2102,CKSAAP_NY.gap0,2211
2100,CKSAAP_NT.gap0,2211
2083,CKSAAP_MT.gap0,2211
2084,CKSAAP_MV.gap0,2211
2085,CKSAAP_NA.gap0,2211
2086,CKSAAP_NC.gap0,2211
2087,CKSAAP_ND.gap0,2211
2088,CKSAAP_NE.gap0,2211
2089,CKSAAP_NF.gap0,2211
2090,CKSAAP_NG.gap0,2211
2091,CKSAAP_NH.gap0,2211
2092,CKSAAP_NI.gap0,2211
2093,CKSAAP_NK.gap0,2211
2094,CKSAAP_NL.gap0,2211
2095,CKSAAP_NN.gap0,2211
2096,CKSAAP_NP.gap0,2211
2097,CKSAAP_NQ.gap0,2211
2098,CKSAAP_NR.gap0,2211
2099,CKSAAP_NS.gap0,2211
2101,CKSAAP_NV.gap0,2211
2164,CKSAAP_SH.gap0,2211
2122,CKSAAP_QA.gap0,2211
2124,CKSAAP_QD.gap0,2211
2146,CKSAAP_RI.gap0,2211
2147,CKSAAP_RK.gap0,2211
2148,CKSAAP_RL.gap0,2211
2149,CKSAAP_RM.gap0,2211
2150,CKSAAP_RN.gap0,2211
2151,CKSAAP_RP.gap0,2211
2152,CKSAAP_RQ.gap0,2211
2153,CKSAAP_RR.gap0,2211
2154,CKSAAP_RS.gap0,2211
2155,CKSAAP_RT.gap0,2211
2156,CKSAAP_RV.gap0,2211
2157,CKSAAP_RY.gap0,2211
2158,CKSAAP_SA.gap0,2211
2159,CKSAAP_SC.gap0,2211
2160,CKSAAP_SD.gap0,2211
2161,CKSAAP_SE.gap0,2211
2162,CKSAAP_SF.gap0,2211
2145,CKSAAP_RH.gap0,2211
2123,CKSAAP_QC.gap0,2211
2144,CKSAAP_RG.gap0,2211
2142,CKSAAP_RE.gap0,2211
2125,CKSAAP_QE.gap0,2211
2126,CKSAAP_QF.gap0,2211
2127,CKSAAP_QG.gap0,2211
2128,CKSAAP_QI.gap0,2211
2129,CKSAAP_QK.gap0,2211
2130,CKSAAP_QL.gap0,2211
2131,CKSAAP_QN.gap0,2211
2132,CKSAAP_QP.gap0,2211
2133,CKSAAP_QQ.gap0,2211
2134,CKSAAP_QR.gap0,2211
2135,CKSAAP_QS.gap0,2211
2136,CKSAAP_QT.gap0,2211
2137,CKSAAP_QV.gap0,2211
2138,CKSAAP_QY.gap0,2211
2139,CKSAAP_RA.gap0,2211
2140,CKSAAP_RC.gap0,2211
2141,CKSAAP_RD.gap0,2211
2143,CKSAAP_RF.gap0,2211
2249,CKSAAP_AS.gap1,2211
2251,CKSAAP_AV.gap1,2211
2252,CKSAAP_AY.gap1,2211
2365,CKSAAP_IR.gap1,2211
2366,CKSAAP_IS.gap1,2211
2367,CKSAAP_IT.gap1,2211
2368,CKSAAP_IV.gap1,2211
2369,CKSAAP_IY.gap1,2211
2370,CKSAAP_KA.gap1,2211
2371,CKSAAP_KC.gap1,2211
2372,CKSAAP_KD.gap1,2211
2373,CKSAAP_KE.gap1,2211
2374,CKSAAP_KF.gap1,2211
2375,CKSAAP_KG.gap1,2211
2376,CKSAAP_KH.gap1,2211
2377,CKSAAP_KI.gap1,2211
2378,CKSAAP_KK.gap1,2211
2380,CKSAAP_KM.gap1,2211
2381,CKSAAP_KN.gap1,2211
2382,CKSAAP_KP.gap1,2211
2364,CKSAAP_IQ.gap1,2211
2383,CKSAAP_KQ.gap1,2211
2363,CKSAAP_IP.gap1,2211
2361,CKSAAP_IL.gap1,2211
2344,CKSAAP_HI.gap1,2211
2345,CKSAAP_HK.gap1,2211
2346,CKSAAP_HL.gap1,2211
2347,CKSAAP_HN.gap1,2211
2348,CKSAAP_HQ.gap1,2211
2349,CKSAAP_HR.gap1,2211
2350,CKSAAP_HS.gap1,2211
2351,CKSAAP_HV.gap1,2211
2352,CKSAAP_IA.gap1,2211
2353,CKSAAP_IC.gap1,2211
2354,CKSAAP_ID.gap1,2211
2355,CKSAAP_IE.gap1,2211
2356,CKSAAP_IF.gap1,2211
2357,CKSAAP_IG.gap1,2211
2358,CKSAAP_IH.gap1,2211
2359,CKSAAP_II.gap1,2211
2360,CKSAAP_IK.gap1,2211
2362,CKSAAP_IN.gap1,2211
2343,CKSAAP_HG.gap1,2211
2384,CKSAAP_KR.gap1,2211
2386,CKSAAP_KT.gap1,2211
2408,CKSAAP_MA.gap1,2211
2409,CKSAAP_MD.gap1,2211
2410,CKSAAP_ME.gap1,2211
2411,CKSAAP_MF.gap1,2211
2412,CKSAAP_MG.gap1,2211
2413,CKSAAP_MI.gap1,2211
2414,CKSAAP_MK.gap1,2211
2415,CKSAAP_ML.gap1,2211
2416,CKSAAP_MN.gap1,2211
2417,CKSAAP_MR.gap1,2211
2418,CKSAAP_MS.gap1,2211
2419,CKSAAP_MT.gap1,2211
2420,CKSAAP_MV.gap1,2211
2421,CKSAAP_NA.gap1,2211
2422,CKSAAP_ND.gap1,2211
2423,CKSAAP_NE.gap1,2211
2424,CKSAAP_NF.gap1,2211
2407,CKSAAP_LY.gap1,2211
2385,CKSAAP_KS.gap1,2211
2406,CKSAAP_LV.gap1,2211
2404,CKSAAP_LS.gap1,2211
2387,CKSAAP_KV.gap1,2211
2388,CKSAAP_KY.gap1,2211
2389,CKSAAP_LA.gap1,2211
2390,CKSAAP_LC.gap1,2211
2391,CKSAAP_LD.gap1,2211
2392,CKSAAP_LE.gap1,2211
2393,CKSAAP_LF.gap1,2211
2394,CKSAAP_LG.gap1,2211
2395,CKSAAP_LH.gap1,2211
2396,CKSAAP_LI.gap1,2211
2397,CKSAAP_LK.gap1,2211
2398,CKSAAP_LL.gap1,2211
2399,CKSAAP_LM.gap1,2211
2400,CKSAAP_LN.gap1,2211
2401,CKSAAP_LP.gap1,2211
2402,CKSAAP_LQ.gap1,2211
2403,CKSAAP_LR.gap1,2211
2405,CKSAAP_LT.gap1,2211
2342,CKSAAP_HF.gap1,2211
2341,CKSAAP_HE.gap1,2211
2340,CKSAAP_HD.gap1,2211
2276,CKSAAP_DI.gap1,2211
2277,CKSAAP_DK.gap1,2211
2278,CKSAAP_DL.gap1,2211
2279,CKSAAP_DN.gap1,2211
2280,CKSAAP_DP.gap1,2211
2281,CKSAAP_DQ.gap1,2211
2282,CKSAAP_DR.gap1,2211
2283,CKSAAP_DS.gap1,2211
2284,CKSAAP_DT.gap1,2211
2285,CKSAAP_DV.gap1,2211
2286,CKSAAP_EA.gap1,2211
2287,CKSAAP_EC.gap1,2211
2288,CKSAAP_ED.gap1,2211
2289,CKSAAP_EE.gap1,2211
2290,CKSAAP_EF.gap1,2211
2291,CKSAAP_EG.gap1,2211
2292,CKSAAP_EI.gap1,2211
2275,CKSAAP_DG.gap1,2211
2293,CKSAAP_EK.gap1,2211
2274,CKSAAP_DF.gap1,2211
2272,CKSAAP_DD.gap1,2211
2253,CKSAAP_CA.gap1,2211
2254,CKSAAP_CC.gap1,2211
2255,CKSAAP_CD.gap1,2211
2256,CKSAAP_CE.gap1,2211
2257,CKSAAP_CF.gap1,2211
2258,CKSAAP_CG.gap1,2211
2259,CKSAAP_CI.gap1,2211
2260,CKSAAP_CK.gap1,2211
2261,CKSAAP_CL.gap1,2211
2262,CKSAAP_CN.gap1,2211
2263,CKSAAP_CP.gap1,2211
2264,CKSAAP_CQ.gap1,2211
2265,CKSAAP_CR.gap1,2211
2266,CKSAAP_CS.gap1,2211
2268,CKSAAP_CV.gap1,2211
2269,CKSAAP_CY.gap1,2211
2270,CKSAAP_DA.gap1,2211
2273,CKSAAP_DE.gap1,2211
2294,CKSAAP_EL.gap1,2211
2295,CKSAAP_EN.gap1,2211
2296,CKSAAP_EP.gap1,2211
2320,CKSAAP_GC.gap1,2211
2321,CKSAAP_GD.gap1,2211
2322,CKSAAP_GE.gap1,2211
2323,CKSAAP_GF.gap1,2211
2324,CKSAAP_GG.gap1,2211
2325,CKSAAP_GH.gap1,2211
2326,CKSAAP_GI.gap1,2211
2329,CKSAAP_GM.gap1,2211
2330,CKSAAP_GN.gap1,2211
2331,CKSAAP_GP.gap1,2211
2333,CKSAAP_GR.gap1,2211
2334,CKSAAP_GS.gap1,2211
2335,CKSAAP_GT.gap1,2211
2336,CKSAAP_GV.gap1,2211
2337,CKSAAP_GW.gap1,2211
2338,CKSAAP_GY.gap1,2211
2339,CKSAAP_HA.gap1,2211
2319,CKSAAP_GA.gap1,2211
2318,CKSAAP_FY.gap1,2211
2316,CKSAAP_FT.gap1,2211
2315,CKSAAP_FS.gap1,2211
2297,CKSAAP_EQ.gap1,2211
2298,CKSAAP_ER.gap1,2211
2299,CKSAAP_ES.gap1,2211
2300,CKSAAP_ET.gap1,2211
2301,CKSAAP_EV.gap1,2211
2302,CKSAAP_EY.gap1,2211
2303,CKSAAP_FA.gap1,2211
2304,CKSAAP_FD.gap1,2211
2427,CKSAAP_NI.gap1,2211
2305,CKSAAP_FE.gap1,2211
2307,CKSAAP_FG.gap1,2211
2308,CKSAAP_FI.gap1,2211
2309,CKSAAP_FK.gap1,2211
2310,CKSAAP_FL.gap1,2211
2311,CKSAAP_FN.gap1,2211
2312,CKSAAP_FP.gap1,2211
2313,CKSAAP_FQ.gap1,2211
2314,CKSAAP_FR.gap1,2211
2306,CKSAAP_FF.gap1,2211
2714,CKSAAP_KT.gap2,2211
3044,CKSAAP_KY.gap3,2211
2716,CKSAAP_KY.gap2,2211
3192,CKSAAP_VI.gap3,2211
3193,CKSAAP_VK.gap3,2211
3194,CKSAAP_VL.gap3,2211
3195,CKSAAP_VM.gap3,2211
3196,CKSAAP_VN.gap3,2211
3197,CKSAAP_VP.gap3,2211
3198,CKSAAP_VQ.gap3,2211
3199,CKSAAP_VR.gap3,2211
3200,CKSAAP_VS.gap3,2211
3202,CKSAAP_VV.gap3,2211
3203,CKSAAP_VY.gap3,2211
3204,CKSAAP_WL.gap3,2211
3205,CKSAAP_YA.gap3,2211
3206,CKSAAP_YC.gap3,2211
3207,CKSAAP_YE.gap3,2211
3208,CKSAAP_YF.gap3,2211
3209,CKSAAP_YG.gap3,2211
3191,CKSAAP_VH.gap3,2211
3190,CKSAAP_VG.gap3,2211
3189,CKSAAP_VF.gap3,2211
3188,CKSAAP_VE.gap3,2211
3169,CKSAAP_TD.gap3,2211
3170,CKSAAP_TE.gap3,2211
3171,CKSAAP_TF.gap3,2211
3172,CKSAAP_TG.gap3,2211
3173,CKSAAP_TI.gap3,2211
3174,CKSAAP_TK.gap3,2211
3175,CKSAAP_TL.gap3,2211
3176,CKSAAP_TM.gap3,2211
3210,CKSAAP_YI.gap3,2211
3177,CKSAAP_TN.gap3,2211
3180,CKSAAP_TR.gap3,2211
3181,CKSAAP_TS.gap3,2211
3182,CKSAAP_TT.gap3,2211
3183,CKSAAP_TV.gap3,2211
3184,CKSAAP_TY.gap3,2211
3185,CKSAAP_VA.gap3,2211
3186,CKSAAP_VC.gap3,2211
3187,CKSAAP_VD.gap3,2211
3178,CKSAAP_TP.gap3,2211
3168,CKSAAP_TC.gap3,2211
3211,CKSAAP_YK.gap3,2211
3213,CKSAAP_YN.gap3,2211
3265,RRI_D,2211
3266,RRI_E,2211
3267,RRI_F,2211
3268,RRI_G,2211
3269,RRI_H,2211
3270,RRI_I,2211
3271,RRI_K,2211
3272,RRI_L,2211
3273,RRI_M,2211
3275,RRI_P,2211
3276,RRI_Q,2211
3278,RRI_S,2211
3279,RRI_T,2211
3280,RRI_V,2211
3281,RRI_W,2211
