,rbfsvm,lightgbm,xgboost,dt,et
seq_322,0,0,0,0,0
seq_308,0,0,0,0,0
seq_279,0,0,0,0,0
seq_1595,0,0,0,0,0
seq_472,0,0,0,0,0
seq_1831,0,0,0,0,0
seq_861,0,0,0,0,0
seq_1527,0,0,0,0,0
seq_1457,0,0,0,0,0
seq_1028,0,0,0,0,0
seq_210,0,0,0,0,0
seq_677,0,0,0,0,0
seq_903,0,0,0,0,0
seq_1132,0,0,0,0,0
seq_752,0,0,0,0,0
seq_647,0,0,0,0,0
seq_1546,0,0,0,0,0
seq_1564,0,0,0,0,0
seq_1000,0,0,0,0,0
seq_830,0,0,0,0,0
seq_1940,0,0,0,0,0
seq_742,0,0,0,0,0
seq_1736,0,0,0,0,0
seq_1518,0,0,0,0,0
seq_1752,0,0,0,0,0
seq_750,0,0,0,0,0
seq_833,0,0,0,0,0
seq_1852,0,0,0,0,0
seq_1083,0,0,0,0,0
seq_1953,0,0,0,0,0
seq_669,0,0,0,0,0
seq_1216,0,0,0,0,0
seq_1917,0,0,0,0,0
seq_1907,0,0,0,0,0
seq_1209,0,0,0,0,0
seq_1482,0,0,0,0,0
seq_1098,0,0,0,0,0
seq_1915,0,0,0,0,0
seq_1097,0,0,0,0,0
seq_1073,0,0,0,0,0
seq_1432,0,0,0,0,0
seq_938,0,0,0,0,0
seq_1088,1,1,1,1,1
seq_1524,0,0,0,0,0
seq_207,0,0,0,0,0
seq_1035,0,0,0,0,0
seq_238,0,0,0,0,0
seq_774,0,0,0,1,0
seq_715,0,0,0,0,0
seq_456,0,0,0,0,0
seq_135,0,0,0,0,0
seq_1838,0,0,0,0,0
seq_175,0,0,0,0,0
seq_598,0,0,0,0,0
seq_1532,0,0,0,0,0
seq_725,0,0,0,0,0
seq_947,0,0,0,0,0
seq_976,0,0,0,0,0
seq_705,0,0,0,0,0
seq_1155,0,0,0,0,0
seq_814,0,0,0,0,0
seq_1494,0,0,0,0,0
seq_524,0,0,0,0,0
seq_1697,0,0,0,0,0
seq_1497,0,0,0,0,0
seq_881,0,0,0,0,0
seq_1948,0,0,0,0,0
seq_1227,0,0,0,0,0
seq_800,0,0,0,0,0
seq_611,0,0,0,0,0
seq_1130,0,0,0,0,0
seq_1102,0,0,0,0,0
seq_1774,0,0,0,0,0
seq_1884,0,0,0,0,0
seq_1263,0,0,0,0,0
seq_179,0,0,0,0,0
seq_1092,0,0,0,0,0
seq_311,0,0,0,0,0
seq_1243,0,0,0,0,0
seq_870,0,0,0,0,0
seq_1695,0,0,0,0,0
seq_367,0,0,0,0,0
seq_838,0,0,0,0,0
seq_15,0,0,0,0,0
seq_1909,0,0,0,0,0
seq_1015,0,0,0,0,0
seq_454,0,0,0,0,0
seq_387,0,0,0,0,0
seq_1242,0,0,0,0,0
seq_65,0,0,0,0,0
seq_4,0,0,0,0,0
seq_828,0,0,0,0,0
seq_29,0,0,0,0,0
seq_1513,0,0,0,0,0
seq_520,0,0,0,0,0
seq_556,0,0,0,0,0
seq_353,0,0,0,0,0
seq_655,0,0,0,1,0
seq_1868,0,0,0,0,0
seq_1274,0,0,0,0,0
seq_1112,0,0,0,0,0
seq_138,0,0,0,0,0
seq_1823,0,0,0,0,0
seq_1103,0,0,0,0,0
seq_1602,0,0,0,0,0
seq_1392,0,0,0,0,0
seq_1748,0,0,0,0,0
seq_1729,0,0,0,0,0
seq_1163,0,0,0,1,0
seq_1170,0,0,0,0,0
seq_1285,0,0,0,0,0
seq_610,0,0,0,0,0
seq_1145,0,0,0,0,0
seq_1211,0,0,0,0,0
seq_372,0,0,0,0,0
seq_591,0,0,0,0,0
seq_1082,0,0,0,0,0
seq_1716,0,0,0,0,0
seq_331,0,0,0,0,0
seq_695,0,0,0,0,0
seq_1929,0,0,0,0,0
seq_936,0,0,0,0,0
seq_825,0,0,0,0,0
seq_1162,0,0,0,0,0
seq_1787,0,0,0,0,0
seq_517,0,0,0,0,0
seq_1569,0,0,0,0,0
seq_152,0,0,0,0,0
seq_1525,0,0,0,0,0
seq_811,0,0,0,0,0
seq_1225,0,0,0,0,0
seq_885,0,0,0,0,0
seq_817,0,0,0,0,0
seq_935,0,0,0,0,0
seq_699,0,0,0,0,0
seq_666,0,0,0,0,0
seq_626,0,0,0,0,0
seq_679,0,0,0,0,0
seq_761,0,0,0,0,0
seq_1037,0,0,0,0,0
seq_911,0,0,0,0,0
seq_704,0,0,0,0,0
seq_121,0,0,0,0,0
seq_1643,0,0,0,0,0
seq_393,0,0,0,0,0
seq_1757,0,0,0,0,0
seq_1893,0,0,0,0,0
seq_518,0,0,0,0,0
seq_1058,0,0,0,0,0
seq_789,0,0,0,0,0
seq_1732,0,0,0,0,0
seq_555,0,0,0,0,0
seq_950,0,0,0,1,0
seq_187,0,0,0,0,0
seq_251,0,0,0,0,0
seq_150,0,0,0,0,0
seq_291,0,0,0,0,0
seq_1193,0,0,0,0,0
seq_45,0,0,0,0,0
seq_1784,0,0,0,0,0
seq_711,0,0,0,1,0
seq_1620,0,0,0,0,0
seq_1688,0,0,0,0,0
seq_1199,0,0,0,0,0
seq_228,0,0,0,0,0
seq_292,0,0,0,0,0
seq_953,0,0,0,0,0
seq_234,0,0,0,0,0
seq_1726,0,0,0,0,0
seq_1291,0,0,0,1,0
seq_361,0,0,0,0,0
seq_54,0,0,0,0,0
seq_487,0,0,0,0,0
seq_460,0,0,0,0,0
seq_1292,0,0,0,0,0
seq_1740,0,0,0,0,0
seq_1138,0,0,0,0,0
seq_1401,0,0,0,0,0
seq_1728,0,0,0,0,0
seq_656,0,0,0,0,0
seq_560,0,0,0,0,0
seq_1617,0,0,0,0,0
seq_1270,0,0,0,0,0
seq_564,0,0,0,0,0
seq_891,0,0,0,0,0
seq_1718,0,0,0,0,0
seq_1426,0,0,0,0,0
seq_178,0,0,0,0,0
seq_1051,0,0,0,0,0
seq_1001,0,0,0,0,0
seq_1177,0,0,0,0,0
seq_871,0,0,0,0,0
seq_1324,0,0,0,0,0
seq_1347,0,0,0,0,0
seq_1329,0,0,0,0,0
seq_1459,0,0,0,0,0
seq_1960,0,0,0,1,0
seq_1004,0,0,0,0,0
seq_1835,0,0,0,0,0
seq_200,0,0,0,0,0
seq_744,0,0,0,0,0
seq_1638,0,0,0,0,0
seq_1608,0,0,0,0,0
seq_1446,0,0,0,0,0
seq_753,0,0,0,0,0
seq_501,0,0,0,0,0
seq_1919,0,0,0,0,0
seq_767,0,0,0,0,0
seq_1316,0,0,0,0,0
seq_1808,0,0,0,0,0
seq_410,0,0,0,0,0
seq_1309,0,0,0,0,0
seq_1773,0,0,0,0,0
seq_1710,0,0,0,0,0
seq_1047,0,0,0,0,0
seq_67,0,0,0,0,0
seq_396,0,0,0,0,0
seq_212,0,0,0,0,0
seq_1522,0,0,0,0,0
seq_363,0,0,0,0,0
seq_662,0,0,0,0,0
seq_1361,0,0,0,0,0
seq_667,0,0,1,0,0
seq_908,0,0,0,0,0
seq_1765,0,0,0,0,0
seq_1750,0,0,0,0,0
seq_222,0,0,0,0,0
seq_1556,0,0,0,0,0
seq_592,0,0,0,0,0
seq_421,0,0,0,0,0
seq_1665,0,0,0,0,0
seq_267,0,0,0,0,0
seq_898,0,0,0,0,0
seq_940,0,0,0,1,0
seq_401,0,0,0,0,0
seq_620,0,0,0,0,0
seq_1908,0,0,0,0,0
seq_1136,0,0,0,0,0
seq_1131,0,0,0,0,0
seq_1226,0,0,0,0,0
seq_996,0,0,0,0,0
seq_657,0,0,0,0,0
seq_442,0,0,0,0,0
seq_1747,0,0,0,0,0
seq_634,0,0,0,0,0
seq_1091,0,0,0,0,0
seq_1251,0,0,0,1,0
seq_1298,0,0,0,1,0
seq_1148,0,0,0,0,0
seq_654,0,0,0,0,0
seq_1007,0,0,0,0,0
seq_1825,0,0,0,0,0
seq_165,0,0,0,0,0
seq_782,0,0,0,0,0
seq_303,0,0,0,0,0
seq_1030,0,0,0,0,0
seq_445,0,0,0,0,0
seq_481,0,0,0,0,0
seq_1813,0,0,0,0,0
seq_1854,0,0,0,0,0
seq_974,0,0,0,0,0
seq_815,0,0,0,0,0
seq_203,0,0,0,0,0
seq_1895,0,0,0,0,0
seq_1850,0,0,0,0,0
seq_855,0,0,0,0,0
seq_1683,0,0,0,0,0
seq_1614,0,0,0,0,0
seq_741,0,0,0,0,0
seq_1454,0,0,0,0,0
seq_1645,0,0,0,0,0
seq_802,0,0,0,0,0
seq_33,0,0,0,0,0
seq_893,0,0,0,0,0
seq_400,0,0,0,0,0
seq_475,0,0,0,0,0
seq_1555,0,0,0,0,0
seq_1220,0,0,0,0,0
seq_341,0,0,0,0,0
seq_1888,0,0,0,0,0
seq_455,0,0,0,0,0
seq_1033,0,0,0,0,0
seq_1592,0,0,0,1,0
seq_356,0,0,0,0,0
seq_1810,0,0,0,0,0
seq_1436,0,0,0,0,0
seq_127,0,0,0,0,0
seq_296,0,0,0,0,0
seq_39,0,0,0,0,0
seq_982,0,0,0,0,0
seq_246,0,0,0,0,0
seq_1022,0,0,0,0,0
seq_1660,0,0,0,0,0
seq_1961,0,0,0,0,0
seq_1778,0,0,0,0,0
seq_692,0,0,0,0,0
seq_171,0,0,0,0,0
seq_1475,0,0,0,0,0
seq_1568,0,0,0,0,0
seq_1338,0,0,0,0,0
seq_934,0,0,0,0,0
seq_310,0,0,0,0,0
seq_1864,0,0,0,0,0
seq_1255,0,0,0,1,0
seq_129,0,0,0,0,0
seq_1110,0,0,0,0,0
seq_1366,0,0,0,1,0
seq_257,0,0,0,0,0
seq_550,0,0,0,0,0
seq_1127,0,0,0,0,0
seq_675,0,0,0,0,0
seq_1552,0,0,0,0,0
seq_552,0,0,0,0,0
seq_181,0,0,0,0,0
seq_1758,0,0,0,0,0
seq_270,0,0,0,0,0
seq_824,0,0,0,0,0
seq_404,0,0,0,1,0
seq_1479,0,0,0,0,0
seq_1795,0,0,0,0,0
seq_1492,0,0,0,0,0
seq_1165,0,0,0,0,0
seq_993,0,0,0,0,0
seq_1632,0,0,0,0,0
seq_266,0,0,0,0,0
seq_1288,0,0,0,0,0
seq_1734,0,0,0,0,0
seq_1782,0,0,0,0,0
seq_1780,0,0,0,0,0
seq_465,0,0,0,0,0
seq_557,0,0,0,0,0
seq_1371,0,0,0,0,0
seq_1490,0,0,0,0,0
seq_232,0,0,0,0,0
seq_1311,0,0,0,0,0
seq_1658,0,0,0,0,0
seq_1571,0,0,0,0,0
seq_1390,0,0,0,0,0
seq_461,0,0,0,0,0
seq_287,0,0,0,0,0
seq_32,0,0,0,0,0
seq_1590,0,0,0,0,0
seq_1853,0,0,0,0,0
seq_1340,0,0,0,0,0
seq_325,0,0,0,0,0
seq_190,0,0,0,0,0
seq_601,0,0,0,0,0
seq_698,0,0,0,0,0
seq_1836,0,0,0,0,0
seq_1530,0,0,0,0,0
seq_1797,0,0,0,0,0
seq_1671,0,0,0,0,0
seq_1244,0,0,0,0,0
seq_943,0,0,0,0,0
seq_888,0,0,0,0,0
seq_300,0,0,0,0,0
seq_1591,0,0,0,0,0
seq_680,0,0,0,0,0
seq_1664,0,0,0,0,0
seq_1364,0,0,0,0,0
seq_425,0,0,0,0,0
seq_1096,0,0,0,0,0
seq_1627,0,0,0,0,0
seq_1469,0,0,0,0,0
seq_1198,0,0,0,0,0
seq_288,0,0,0,0,0
seq_939,0,0,0,0,0
seq_194,0,0,0,0,0
seq_731,0,0,0,0,0
seq_530,0,0,0,0,0
seq_537,0,0,0,0,0
seq_1304,0,0,0,0,0
seq_1056,0,0,0,0,0
seq_1865,0,0,0,0,0
seq_994,0,0,0,1,0
seq_1601,0,0,0,0,0
seq_1717,0,0,0,1,0
seq_5,0,0,0,0,0
seq_730,0,0,0,0,0
seq_1353,0,0,0,0,0
seq_1,0,0,0,0,0
seq_1945,0,0,0,0,0
seq_775,0,0,0,0,0
seq_25,0,0,0,0,0
seq_1498,0,0,0,0,0
seq_49,0,1,1,0,0
seq_1036,0,0,0,0,0
seq_1084,0,0,0,1,0
seq_437,0,0,0,0,0
seq_1633,0,0,0,0,0
seq_1410,0,0,0,0,0
seq_417,0,0,0,0,0
seq_633,0,0,0,0,0
seq_1443,0,0,0,0,0
seq_133,0,0,0,0,0
seq_254,0,0,0,0,0
seq_1279,0,0,0,0,0
seq_462,0,0,0,0,0
seq_1375,0,0,0,0,0
seq_283,0,0,0,0,0
seq_260,0,0,0,0,0
seq_394,0,0,0,0,0
seq_295,0,0,0,0,0
seq_373,0,0,0,1,0
seq_1190,0,0,0,0,0
seq_788,0,0,0,0,0
seq_198,0,0,0,0,0
seq_491,0,0,0,0,0
seq_1519,0,0,0,0,0
seq_1040,0,0,0,0,0
seq_141,0,0,0,0,0
seq_1229,0,0,0,0,0
seq_375,0,0,0,0,0
seq_812,0,0,0,0,0
seq_247,0,0,0,0,0
seq_816,0,0,0,0,0
seq_949,0,0,0,0,0
seq_1442,0,0,0,0,0
seq_1396,0,0,0,0,0
seq_1735,0,0,0,0,0
seq_275,0,0,0,1,0
seq_1063,0,0,0,0,0
seq_1415,0,0,0,0,0
seq_8,0,0,0,0,0
seq_1344,0,0,0,0,0
seq_93,0,0,0,0,0
seq_784,0,0,0,0,0
seq_17,0,0,0,0,0
seq_1613,0,0,0,1,0
seq_255,0,0,0,0,0
seq_298,0,0,0,0,0
seq_702,0,0,0,0,0
seq_915,0,0,0,0,0
seq_1630,0,0,0,0,0
seq_727,0,0,0,0,0
seq_446,0,0,0,0,0
seq_1322,0,0,0,0,0
seq_1011,0,0,0,0,0
seq_1256,0,0,0,0,0
seq_713,0,0,0,0,0
seq_1185,0,0,0,0,0
seq_1789,0,0,0,0,0
seq_365,0,0,0,0,0
seq_883,0,0,0,0,0
seq_932,0,0,0,0,0
seq_613,0,0,0,0,0
seq_211,0,0,0,0,0
seq_110,0,0,0,0,0
seq_978,0,0,0,0,0
seq_864,0,0,0,0,0
seq_1129,0,0,0,0,0
seq_1694,0,0,0,0,0
seq_1574,0,0,0,0,0
seq_1172,0,0,0,0,0
seq_798,0,0,0,0,0
seq_1335,0,0,0,0,0
seq_1079,0,0,0,0,0
seq_1772,0,0,0,0,0
seq_134,0,0,0,0,0
seq_1400,0,0,0,0,0
seq_1473,0,0,0,0,0
seq_1297,0,0,0,0,0
seq_1200,0,0,0,0,0
seq_1236,0,0,0,0,0
seq_1722,0,0,0,0,0
seq_574,0,0,0,0,0
seq_1881,0,0,0,0,0
seq_1493,0,0,0,0,0
seq_485,0,0,0,0,0
seq_1878,0,0,0,0,0
seq_1146,0,0,0,0,0
seq_1144,0,0,0,0,0
seq_1215,0,0,0,0,0
seq_1214,0,0,0,0,0
seq_583,0,0,0,0,0
seq_808,0,0,0,0,0
seq_1914,0,0,0,0,0
seq_1062,0,0,0,1,0
seq_170,0,0,0,0,0
seq_258,0,0,0,0,0
seq_571,0,0,0,0,0
seq_852,0,0,0,0,0
seq_1724,0,0,0,0,0
seq_413,0,0,0,0,0
seq_1258,0,0,0,0,0
seq_315,0,0,0,0,0
seq_1117,0,0,0,0,0
seq_1876,0,0,0,0,0
seq_607,0,0,0,0,0
seq_293,0,0,0,0,0
seq_9,0,0,0,0,0
seq_1675,0,0,0,0,0
seq_528,0,0,0,0,0
seq_608,0,0,0,0,0
seq_670,0,0,0,0,0
seq_1648,0,0,0,0,0
seq_1412,0,0,0,0,0
seq_1631,0,0,0,0,0
seq_1611,0,0,0,0,0
seq_1119,0,0,0,0,0
seq_389,0,0,0,0,0
seq_262,0,0,0,0,0
seq_522,0,0,0,0,0
seq_189,0,0,0,0,0
seq_1707,0,0,0,0,0
seq_1639,0,0,0,0,0
seq_736,0,0,0,0,0
seq_1176,0,0,0,0,0
seq_1749,0,0,0,0,0
seq_1889,0,0,0,0,0
seq_1806,0,0,0,0,0
seq_1039,0,0,0,0,0
seq_351,0,0,0,0,0
seq_1848,0,0,0,0,0
seq_1395,0,0,0,0,0
seq_1160,0,0,0,0,0
seq_754,0,0,0,0,0
seq_1085,0,0,0,0,0
seq_1183,0,0,0,0,0
seq_989,0,0,0,0,0
seq_479,0,0,0,0,0
seq_1870,0,0,0,0,0
seq_623,0,0,0,0,0
seq_120,0,0,0,1,0
seq_224,0,0,0,0,0
seq_101,0,0,0,1,0
seq_576,0,0,0,0,0
seq_990,0,0,0,0,0
seq_1937,0,0,0,0,0
seq_1468,0,0,0,0,0
seq_769,0,0,0,0,0
seq_523,0,0,0,1,0
seq_182,0,0,0,0,0
seq_906,0,0,0,0,0
seq_332,0,0,0,0,0
seq_1010,0,0,0,0,0
seq_1882,0,0,0,0,0
seq_355,0,0,0,0,0
seq_920,0,0,0,0,0
seq_1046,0,0,0,0,0
seq_1713,0,0,0,0,0
seq_1715,0,0,0,0,0
seq_1925,0,0,0,0,0
seq_1314,0,0,0,0,0
seq_1026,0,0,0,0,0
seq_630,0,0,0,0,0
seq_1008,0,0,0,0,0
seq_1053,0,0,0,0,0
seq_1609,0,0,0,0,0
seq_1444,0,0,0,0,0
seq_1745,0,0,0,0,0
seq_102,0,0,0,0,0
seq_197,0,0,0,0,0
seq_639,0,0,0,0,0
seq_1418,0,0,0,0,0
seq_10,0,0,0,0,0
seq_1550,0,0,0,0,0
seq_615,0,0,0,0,0
seq_1090,0,0,0,0,0
seq_625,0,0,0,0,0
seq_1373,0,0,0,1,0
seq_1465,0,0,0,0,0
seq_340,0,0,0,0,0
seq_1252,0,0,0,0,0
seq_1064,0,0,0,0,0
seq_952,0,0,0,1,0
seq_1350,0,0,0,0,0
seq_71,0,0,0,0,0
seq_506,0,0,0,0,0
seq_1043,0,0,0,0,0
seq_128,0,0,0,0,0
seq_131,0,0,0,0,0
seq_1325,0,0,0,0,0
seq_440,0,0,0,0,0
seq_1517,0,0,0,0,0
seq_661,0,0,0,0,0
seq_63,0,0,0,0,0
seq_739,0,0,0,0,0
seq_913,0,0,0,0,0
seq_495,0,0,0,0,0
seq_846,0,0,0,0,0
seq_3,0,0,0,0,0
seq_1786,0,0,0,0,0
seq_999,0,0,0,0,0
seq_1179,0,0,0,0,0
1|1|testing,0,0,0,0,0
2|1|testing,1,1,1,0,1
3|1|testing,1,0,0,0,0
4|1|testing,0,0,0,0,0
5|1|testing,0,0,0,0,0
6|1|testing,0,0,0,0,0
7|1|testing,0,0,0,0,0
8|1|testing,1,0,0,0,1
9|1|testing,0,0,0,0,0
10|1|testing,0,0,0,1,1
11|1|testing,1,0,0,1,0
12|1|testing,1,1,0,0,0
13|1|testing,0,0,0,0,0
14|1|testing,0,0,0,1,0
15|1|testing,1,0,0,0,0
16|1|testing,0,0,1,1,1
17|1|testing,0,0,0,0,0
18|1|testing,1,1,1,1,1
19|1|testing,1,0,1,1,1
20|1|testing,0,0,0,0,0
21|1|testing,0,0,1,1,0
22|1|testing,1,0,0,0,0
23|1|testing,0,0,0,0,0
24|1|testing,0,0,0,0,0
25|1|testing,0,0,0,0,0
26|1|testing,1,1,1,1,1
27|1|testing,1,1,1,1,1
28|1|testing,0,0,0,1,0
29|1|testing,1,1,1,1,1
30|1|testing,0,0,0,0,0
31|1|testing,1,0,0,0,1
32|1|testing,1,0,0,1,0
33|1|testing,1,0,0,1,0
34|1|testing,0,0,0,0,0
35|1|testing,1,1,1,0,1
36|1|testing,1,0,0,1,0
37|1|testing,1,1,1,0,1
38|1|testing,1,0,0,0,1
39|1|testing,1,0,1,1,0
40|1|testing,0,0,0,0,0
41|1|testing,0,0,0,0,0
42|1|testing,0,0,0,0,0
43|1|testing,0,0,0,0,0
44|1|testing,1,1,1,0,1
45|1|testing,1,1,1,0,1
46|1|testing,0,0,0,0,0
47|1|testing,1,0,0,0,0
48|1|testing,0,0,0,0,0
49|1|testing,0,0,0,0,0
50|1|testing,1,0,1,1,1
51|1|testing,0,0,0,1,0
52|1|testing,1,1,1,1,1
53|1|testing,0,0,0,0,0
54|1|testing,1,0,1,0,0
55|1|testing,0,0,0,1,0
56|1|testing,1,1,1,0,0
57|1|testing,0,0,0,0,0
58|1|testing,0,0,0,0,0
59|1|testing,0,0,0,0,0
60|1|testing,0,0,0,0,0
61|1|testing,0,0,0,0,0
62|1|testing,1,1,0,1,0
63|1|testing,0,0,0,0,0
64|1|testing,0,0,0,0,0
65|1|testing,1,1,1,0,0
66|1|testing,0,0,0,0,0
67|1|testing,0,1,0,0,0
68|1|testing,0,0,0,0,0
69|1|testing,0,0,0,0,0
70|1|testing,0,0,0,1,0
71|1|testing,0,0,0,0,0
72|1|testing,0,0,0,1,0
73|1|testing,0,0,0,0,0
74|1|testing,1,0,0,1,0
75|1|testing,0,1,1,1,1
76|1|testing,0,0,1,0,0
77|1|testing,1,1,1,1,1
78|1|testing,0,0,0,0,0
79|1|testing,1,0,1,1,0
80|1|testing,0,0,0,0,0
81|1|testing,1,0,1,1,0
82|1|testing,0,0,0,1,0
83|1|testing,0,0,0,0,0
84|1|testing,0,0,0,1,0
85|1|testing,1,0,0,1,0
86|1|testing,1,1,0,0,0
87|1|testing,1,1,1,1,1
88|1|testing,0,0,0,0,0
89|1|testing,0,0,0,0,0
90|1|testing,0,0,0,0,0
91|1|testing,0,0,0,0,0
92|1|testing,0,0,0,1,0
93|1|testing,0,0,0,0,0
94|1|testing,1,1,1,1,1
95|1|testing,0,0,0,0,0
96|1|testing,1,0,0,0,0
98|1|testing,0,0,0,0,0
100|1|testing,0,0,0,0,0
101|1|testing,0,0,0,0,0
