,feature name,rank
3761,ABHPRK__44,682
405,CTDT_hydrophobicity_PRAM900101.Tr1331,682
1571,GTPC_alphaticr.postivecharger.alphaticr,682
3752,ABHPRK__33,682
3684,QSO3_SC_F,682
49,CKSAAGP_alphaticr.uncharger.gap1,682
48,CKSAAGP_alphaticr.negativecharger.gap1,682
365,CTDD_charge.2.residue25,682
3765,ABHPRK__48,682
1564,GTPC_alphaticr.alphaticr.negativecharger,682
1428,DPC_RK,682
104,CKSAAGP_aromatic.uncharger.gap3,682
3769,ABHPRK__53,682
364,CTDD_charge.2.residue0,682
363,CTDD_charge.1.residue100,682
46,CKSAAGP_alphaticr.aromatic.gap1,682
3770,ABHPRK__54,682
3029,CKSAAP_NP.gap2,682
3774,ABHPRK__59,682
1569,GTPC_alphaticr.aromatic.negativecharger,682
3825,MSW__3,682
12,AAC_M,682
1586,GTPC_aromatic.alphaticr.alphaticr,682
3730,ABHPRK__5,682
597,CTriad_g4.g2.g5,682
444,CTriad_g1.g1.g2,682
60,CKSAAGP_negativecharger.alphaticr.gap1,682
1585,GTPC_alphaticr.uncharger.uncharger,682
1383,DPC_PE,682
109,CKSAAGP_postivecharger.uncharger.gap3,682
420,CTDT_hydrophobicity_ENGD860101.Tr1331,682
3074,CKSAAP_QY.gap2,682
1601,GTPC_aromatic.negativecharger.alphaticr,682
1533,GAAC_postivecharge,682
1531,GAAC_alphatic,682
3820,Gravy,682
3743,ABHPRK__21,682
3973,OVP_Tiny_C1,682
1588,GTPC_aromatic.alphaticr.postivecharger,682
414,CTDT_hydrophobicity_PONP930101.Tr1331,682
417,CTDT_hydrophobicity_CASG920101.Tr1331,682
3747,ABHPRK__26,682
522,CTriad_g2.g5.g4,682
447,CTriad_g1.g1.g5,682
2988,CKSAAP_LL.gap2,682
150,CKSAAGP_aromatic.alphaticr.gap5,789
39,CKSAAGP_negativecharger.uncharger.gap0,789
3547,CKSAAP_WV.gap3,789
3993,OVP_Tiny_C3,789
2986,CKSAAP_LI.gap2,789
973,DDE_NG,789
3892,Z5__31,789
147,CKSAAGP_alphaticr.postivecharger.gap5,789
2725,CKSAAP_SL.gap1,789
3748,ABHPRK__27,789
256,CTDD_hydrophobicity_PONP930101.1.residue50,789
892,DDE_IF,789
64,CKSAAGP_negativecharger.uncharger.gap1,789
238,CTDD_hydrophobicity_ARGP820101.3.residue100,789
3691,QSO3_G_A,789
35,CKSAAGP_negativecharger.alphaticr.gap0,789
418,CTDT_hydrophobicity_CASG920101.Tr2332,789
3931,OVP_Hydrophobic_N1,789
57,CKSAAGP_postivecharger.postivecharger.gap1,789
13,AAC_F,789
1662,GTPC_uncharger.alphaticr.aromatic,789
1013,DDE_QG,789
2974,CKSAAP_KS.gap2,789
3963,OVP_Tiny_N4,789
367,CTDD_charge.2.residue75,789
137,CKSAAGP_negativecharger.postivecharger.gap4,789
1146,DDE_YW,789
2894,CKSAAP_FP.gap2,789
3586,PAAC_Xc1.V,789
790,DDE_DD,789
114,CKSAAGP_negativecharger.uncharger.gap3,789
2435,CKSAAP_AN.gap1,789
301,CTDD_hydrophobicity_FASG890101.1.residue50,789
135,CKSAAGP_negativecharger.alphaticr.gap4,789
564,CTriad_g3.g4.g5,789
3369,CKSAAP_LI.gap3,789
20,CKSAAGP_alphaticr.alphaticr.gap0,789
3827,MSW__5,789
2957,CKSAAP_IV.gap2,2400
2738,CKSAAP_TD.gap1,2400
2737,CKSAAP_TC.gap1,2400
2662,CKSAAP_PG.gap1,2400
2656,CKSAAP_NY.gap1,2400
2958,CKSAAP_IY.gap2,2400
2736,CKSAAP_TA.gap1,2400
2735,CKSAAP_SY.gap1,2400
2734,CKSAAP_SW.gap1,2400
2723,CKSAAP_SI.gap1,2400
2657,CKSAAP_PA.gap1,2400
2733,CKSAAP_SV.gap1,2400
2661,CKSAAP_PF.gap1,2400
2732,CKSAAP_ST.gap1,2400
2943,CKSAAP_IE.gap2,2400
2730,CKSAAP_SR.gap1,2400
2658,CKSAAP_PC.gap1,2400
2942,CKSAAP_ID.gap2,2400
2729,CKSAAP_SQ.gap1,2400
2944,CKSAAP_IF.gap2,2400
2728,CKSAAP_SP.gap1,2400
2660,CKSAAP_PE.gap1,2400
2727,CKSAAP_SN.gap1,2400
2945,CKSAAP_IG.gap2,2400
2726,CKSAAP_SM.gap1,2400
2956,CKSAAP_IT.gap2,2400
2724,CKSAAP_SK.gap1,2400
2659,CKSAAP_PD.gap1,2400
2951,CKSAAP_IN.gap2,2400
2740,CKSAAP_TF.gap1,2400
2754,CKSAAP_TW.gap1,2400
2755,CKSAAP_TY.gap1,2400
2756,CKSAAP_VA.gap1,2400
2757,CKSAAP_VC.gap1,2400
2758,CKSAAP_VD.gap1,2400
2759,CKSAAP_VE.gap1,2400
2753,CKSAAP_TV.gap1,2400
2760,CKSAAP_VF.gap1,2400
2650,CKSAAP_NP.gap1,2400
2762,CKSAAP_VH.gap1,2400
2763,CKSAAP_VI.gap1,2400
2764,CKSAAP_VK.gap1,2400
2765,CKSAAP_VL.gap1,2400
2766,CKSAAP_VM.gap1,2400
2761,CKSAAP_VG.gap1,2400
2739,CKSAAP_TE.gap1,2400
2651,CKSAAP_NQ.gap1,2400
2653,CKSAAP_NS.gap1,2400
2741,CKSAAP_TG.gap1,2400
2743,CKSAAP_TI.gap1,2400
2744,CKSAAP_TK.gap1,2400
2655,CKSAAP_NV.gap1,2400
2959,CKSAAP_KA.gap2,2400
2745,CKSAAP_TL.gap1,2400
2276,CKSAAP_PE.gap0,2400
2746,CKSAAP_TM.gap1,2400
2747,CKSAAP_TN.gap1,2400
2748,CKSAAP_TP.gap1,2400
2749,CKSAAP_TQ.gap1,2400
2750,CKSAAP_TR.gap1,2400
2751,CKSAAP_TS.gap1,2400
2941,CKSAAP_IC.gap2,2400
2654,CKSAAP_NT.gap1,2400
2742,CKSAAP_TH.gap1,2400
2664,CKSAAP_PI.gap1,2400
2663,CKSAAP_PH.gap1,2400
2953,CKSAAP_IQ.gap2,2400
2948,CKSAAP_IK.gap2,2400
2272,CKSAAP_NY.gap0,2400
2273,CKSAAP_PA.gap0,2400
2949,CKSAAP_IL.gap2,2400
2679,CKSAAP_QD.gap1,2400
2703,CKSAAP_RI.gap1,2400
2680,CKSAAP_QE.gap1,2400
2702,CKSAAP_RH.gap1,2400
2701,CKSAAP_RG.gap1,2400
2681,CKSAAP_QF.gap1,2400
2700,CKSAAP_RF.gap1,2400
2699,CKSAAP_RE.gap1,2400
2698,CKSAAP_RD.gap1,2400
2678,CKSAAP_QC.gap1,2400
2682,CKSAAP_QG.gap1,2400
2697,CKSAAP_RC.gap1,2400
2683,CKSAAP_QH.gap1,2400
2696,CKSAAP_RA.gap1,2400
2684,CKSAAP_QI.gap1,2400
2695,CKSAAP_QY.gap1,2400
2694,CKSAAP_QV.gap1,2400
2685,CKSAAP_QK.gap1,2400
2952,CKSAAP_IP.gap2,2400
2686,CKSAAP_QL.gap1,2400
2687,CKSAAP_QM.gap1,2400
2693,CKSAAP_QT.gap1,2400
2688,CKSAAP_QN.gap1,2400
2692,CKSAAP_QS.gap1,2400
2689,CKSAAP_QP.gap1,2400
2950,CKSAAP_IM.gap2,2400
2722,CKSAAP_SH.gap1,2400
2274,CKSAAP_PC.gap0,2400
2954,CKSAAP_IR.gap2,2400
2690,CKSAAP_QQ.gap1,2400
2721,CKSAAP_SG.gap1,2400
2665,CKSAAP_PK.gap1,2400
2666,CKSAAP_PL.gap1,2400
2667,CKSAAP_PM.gap1,2400
2720,CKSAAP_SF.gap1,2400
2668,CKSAAP_PN.gap1,2400
2719,CKSAAP_SE.gap1,2400
2718,CKSAAP_SD.gap1,2400
2717,CKSAAP_SC.gap1,2400
2669,CKSAAP_PP.gap1,2400
2670,CKSAAP_PQ.gap1,2400
2716,CKSAAP_SA.gap1,2400
2946,CKSAAP_IH.gap2,2400
2676,CKSAAP_PY.gap1,2400
2671,CKSAAP_PR.gap1,2400
2715,CKSAAP_RY.gap1,2400
2714,CKSAAP_RW.gap1,2400
2713,CKSAAP_RV.gap1,2400
2712,CKSAAP_RT.gap1,2400
2711,CKSAAP_RS.gap1,2400
2672,CKSAAP_PS.gap1,2400
2673,CKSAAP_PT.gap1,2400
2947,CKSAAP_II.gap2,2400
2708,CKSAAP_RP.gap1,2400
2707,CKSAAP_RN.gap1,2400
2706,CKSAAP_RM.gap1,2400
2674,CKSAAP_PV.gap1,2400
2675,CKSAAP_PW.gap1,2400
2955,CKSAAP_IS.gap2,2400
2275,CKSAAP_PD.gap0,2400
2867,CKSAAP_EF.gap2,2400
2935,CKSAAP_HR.gap2,2400
2768,CKSAAP_VP.gap1,2400
2842,CKSAAP_CV.gap2,2400
2270,CKSAAP_NT.gap0,2400
2901,CKSAAP_FY.gap2,2400
2843,CKSAAP_CY.gap2,2400
2265,CKSAAP_NN.gap0,2400
2844,CKSAAP_DA.gap2,2400
2845,CKSAAP_DC.gap2,2400
2846,CKSAAP_DD.gap2,2400
2847,CKSAAP_DE.gap2,2400
2899,CKSAAP_FV.gap2,2400
2898,CKSAAP_FT.gap2,2400
2897,CKSAAP_FS.gap2,2400
2896,CKSAAP_FR.gap2,2400
2895,CKSAAP_FQ.gap2,2400
2893,CKSAAP_FN.gap2,2400
2892,CKSAAP_FM.gap2,2400
2891,CKSAAP_FL.gap2,2400
2902,CKSAAP_GA.gap2,2400
2266,CKSAAP_NP.gap0,2400
2841,CKSAAP_CT.gap2,2400
2839,CKSAAP_CR.gap2,2400
2823,CKSAAP_AV.gap2,2400
2824,CKSAAP_AW.gap2,2400
2825,CKSAAP_AY.gap2,2400
2826,CKSAAP_CA.gap2,2400
2827,CKSAAP_CC.gap2,2400
2828,CKSAAP_CD.gap2,2400
2829,CKSAAP_CE.gap2,2400
2830,CKSAAP_CF.gap2,2400
2831,CKSAAP_CG.gap2,2400
2832,CKSAAP_CH.gap2,2400
2904,CKSAAP_GD.gap2,2400
2833,CKSAAP_CI.gap2,2400
2834,CKSAAP_CK.gap2,2400
2836,CKSAAP_CN.gap2,2400
2837,CKSAAP_CP.gap2,2400
2838,CKSAAP_CQ.gap2,2400
2903,CKSAAP_GC.gap2,2400
2840,CKSAAP_CS.gap2,2400
2850,CKSAAP_DH.gap2,2400
2890,CKSAAP_FK.gap2,2400
2889,CKSAAP_FI.gap2,2400
2874,CKSAAP_EN.gap2,2400
2873,CKSAAP_EM.gap2,2400
2872,CKSAAP_EL.gap2,2400
2857,CKSAAP_DQ.gap2,2400
2871,CKSAAP_EK.gap2,2400
2870,CKSAAP_EI.gap2,2400
2869,CKSAAP_EH.gap2,2400
2858,CKSAAP_DR.gap2,2400
2868,CKSAAP_EG.gap2,2400
2859,CKSAAP_DS.gap2,2400
2268,CKSAAP_NR.gap0,2400
2861,CKSAAP_DV.gap2,2400
2862,CKSAAP_DY.gap2,2400
2863,CKSAAP_EA.gap2,2400
2864,CKSAAP_EC.gap2,2400
2865,CKSAAP_ED.gap2,2400
2866,CKSAAP_EE.gap2,2400
2875,CKSAAP_EP.gap2,2400
2876,CKSAAP_EQ.gap2,2400
2877,CKSAAP_ER.gap2,2400
2856,CKSAAP_DP.gap2,2400
2269,CKSAAP_NS.gap0,2400
2851,CKSAAP_DI.gap2,2400
2888,CKSAAP_FH.gap2,2400
2852,CKSAAP_DK.gap2,2400
2853,CKSAAP_DL.gap2,2400
2854,CKSAAP_DM.gap2,2400
2887,CKSAAP_FG.gap2,2400
2886,CKSAAP_FF.gap2,2400
2822,CKSAAP_AT.gap2,2400
2855,CKSAAP_DN.gap2,2400
2267,CKSAAP_NQ.gap0,2400
2884,CKSAAP_FD.gap2,2400
2883,CKSAAP_FC.gap2,2400
2882,CKSAAP_FA.gap2,2400
2881,CKSAAP_EY.gap2,2400
2880,CKSAAP_EV.gap2,2400
2879,CKSAAP_ET.gap2,2400
2878,CKSAAP_ES.gap2,2400
2885,CKSAAP_FE.gap2,2400
2767,CKSAAP_VN.gap1,2400
2821,CKSAAP_AS.gap2,2400
2905,CKSAAP_GE.gap2,2400
2787,CKSAAP_YA.gap1,2400
2788,CKSAAP_YC.gap1,2400
2789,CKSAAP_YD.gap1,2400
2934,CKSAAP_HQ.gap2,2400
2790,CKSAAP_YE.gap1,2400
2791,CKSAAP_YF.gap1,2400
2792,CKSAAP_YG.gap1,2400
2793,CKSAAP_YH.gap1,2400
2933,CKSAAP_HP.gap2,2400
2932,CKSAAP_HN.gap2,2400
2794,CKSAAP_YI.gap1,2400
2795,CKSAAP_YK.gap1,2400
2796,CKSAAP_YL.gap1,2400
2931,CKSAAP_HL.gap2,2400
2797,CKSAAP_YN.gap1,2400
2930,CKSAAP_HK.gap2,2400
2271,CKSAAP_NV.gap0,2400
2786,CKSAAP_WV.gap1,2400
2798,CKSAAP_YP.gap1,2400
2785,CKSAAP_WT.gap1,2400
2784,CKSAAP_WS.gap1,2400
2769,CKSAAP_VQ.gap1,2400
2940,CKSAAP_IA.gap2,2400
2771,CKSAAP_VS.gap1,2400
2772,CKSAAP_VT.gap1,2400
2939,CKSAAP_HY.gap2,2400
2773,CKSAAP_VV.gap1,2400
2774,CKSAAP_VW.gap1,2400
2775,CKSAAP_VY.gap1,2400
2776,CKSAAP_WA.gap1,2400
2938,CKSAAP_HV.gap2,2400
2777,CKSAAP_WD.gap1,2400
2778,CKSAAP_WE.gap1,2400
2779,CKSAAP_WG.gap1,2400
2780,CKSAAP_WK.gap1,2400
2781,CKSAAP_WL.gap1,2400
2937,CKSAAP_HT.gap2,2400
2783,CKSAAP_WR.gap1,2400
2936,CKSAAP_HS.gap2,2400
2799,CKSAAP_YQ.gap1,2400
2800,CKSAAP_YR.gap1,2400
2801,CKSAAP_YS.gap1,2400
2815,CKSAAP_AL.gap2,2400
2918,CKSAAP_GT.gap2,2400
2917,CKSAAP_GS.gap2,2400
2816,CKSAAP_AM.gap2,2400
2916,CKSAAP_GR.gap2,2400
2915,CKSAAP_GQ.gap2,2400
2914,CKSAAP_GP.gap2,2400
2817,CKSAAP_AN.gap2,2400
2912,CKSAAP_GM.gap2,2400
2818,CKSAAP_AP.gap2,2400
2819,CKSAAP_AQ.gap2,2400
2911,CKSAAP_GL.gap2,2400
2910,CKSAAP_GK.gap2,2400
2909,CKSAAP_GI.gap2,2400
2908,CKSAAP_GH.gap2,2400
2907,CKSAAP_GG.gap2,2400
2906,CKSAAP_GF.gap2,2400
2919,CKSAAP_GV.gap2,2400
2920,CKSAAP_GW.gap2,2400
2814,CKSAAP_AK.gap2,2400
2921,CKSAAP_GY.gap2,2400
2802,CKSAAP_YT.gap1,2400
2803,CKSAAP_YV.gap1,2400
2804,CKSAAP_YW.gap1,2400
2805,CKSAAP_YY.gap1,2400
2806,CKSAAP_AA.gap2,2400
2929,CKSAAP_HI.gap2,2400
2807,CKSAAP_AC.gap2,2400
2808,CKSAAP_AD.gap2,2400
2820,CKSAAP_AR.gap2,2400
2928,CKSAAP_HH.gap2,2400
2926,CKSAAP_HF.gap2,2400
2810,CKSAAP_AF.gap2,2400
2811,CKSAAP_AG.gap2,2400
2925,CKSAAP_HE.gap2,2400
2812,CKSAAP_AH.gap2,2400
2924,CKSAAP_HD.gap2,2400
2813,CKSAAP_AI.gap2,2400
2923,CKSAAP_HC.gap2,2400
2927,CKSAAP_HG.gap2,2400
2649,CKSAAP_NN.gap1,2400
2579,CKSAAP_KA.gap1,2400
2647,CKSAAP_NL.gap1,2400
2431,CKSAAP_AI.gap1,2400
2432,CKSAAP_AK.gap1,2400
2433,CKSAAP_AL.gap1,2400
2434,CKSAAP_AM.gap1,2400
2436,CKSAAP_AP.gap1,2400
2437,CKSAAP_AQ.gap1,2400
2438,CKSAAP_AR.gap1,2400
2439,CKSAAP_AS.gap1,2400
2440,CKSAAP_AT.gap1,2400
2314,CKSAAP_RC.gap0,2400
2313,CKSAAP_RA.gap0,2400
2441,CKSAAP_AV.gap1,2400
2442,CKSAAP_AW.gap1,2400
2312,CKSAAP_QY.gap0,2400
2311,CKSAAP_QW.gap0,2400
2310,CKSAAP_QV.gap0,2400
2309,CKSAAP_QT.gap0,2400
2444,CKSAAP_CA.gap1,2400
2445,CKSAAP_CC.gap1,2400
2430,CKSAAP_AH.gap1,2400
2446,CKSAAP_CD.gap1,2400
2429,CKSAAP_AG.gap1,2400
2427,CKSAAP_AE.gap1,2400
2408,CKSAAP_YE.gap0,2400
2409,CKSAAP_YF.gap0,2400
2410,CKSAAP_YG.gap0,2400
2411,CKSAAP_YH.gap0,2400
2412,CKSAAP_YI.gap0,2400
2413,CKSAAP_YK.gap0,2400
2414,CKSAAP_YL.gap0,2400
2415,CKSAAP_YM.gap0,2400
2416,CKSAAP_YN.gap0,2400
2417,CKSAAP_YP.gap0,2400
2418,CKSAAP_YQ.gap0,2400
2419,CKSAAP_YR.gap0,2400
2420,CKSAAP_YS.gap0,2400
2421,CKSAAP_YT.gap0,2400
2422,CKSAAP_YV.gap0,2400
2423,CKSAAP_YY.gap0,2400
2424,CKSAAP_AA.gap1,2400
2425,CKSAAP_AC.gap1,2400
2426,CKSAAP_AD.gap1,2400
2428,CKSAAP_AF.gap1,2400
2407,CKSAAP_YD.gap0,2400
2447,CKSAAP_CE.gap1,2400
2448,CKSAAP_CF.gap1,2400
2470,CKSAAP_DH.gap1,2400
2471,CKSAAP_DI.gap1,2400
2472,CKSAAP_DK.gap1,2400
2473,CKSAAP_DL.gap1,2400
2474,CKSAAP_DM.gap1,2400
2475,CKSAAP_DN.gap1,2400
2476,CKSAAP_DP.gap1,2400
2477,CKSAAP_DQ.gap1,2400
2478,CKSAAP_DR.gap1,2400
2479,CKSAAP_DS.gap1,2400
2480,CKSAAP_DT.gap1,2400
2481,CKSAAP_DV.gap1,2400
2482,CKSAAP_DY.gap1,2400
2483,CKSAAP_EA.gap1,2400
2304,CKSAAP_QN.gap0,2400
2303,CKSAAP_QM.gap0,2400
2484,CKSAAP_EC.gap1,2400
2302,CKSAAP_QL.gap0,2400
2301,CKSAAP_QK.gap0,2400
2468,CKSAAP_DF.gap1,2400
2308,CKSAAP_QS.gap0,2400
2467,CKSAAP_DE.gap1,2400
2465,CKSAAP_DC.gap1,2400
2307,CKSAAP_QR.gap0,2400
2450,CKSAAP_CH.gap1,2400
2451,CKSAAP_CI.gap1,2400
2452,CKSAAP_CK.gap1,2400
2960,CKSAAP_KC.gap2,2400
2453,CKSAAP_CL.gap1,2400
2454,CKSAAP_CM.gap1,2400
2455,CKSAAP_CN.gap1,2400
2306,CKSAAP_QQ.gap0,2400
2456,CKSAAP_CP.gap1,2400
2457,CKSAAP_CQ.gap1,2400
2458,CKSAAP_CR.gap1,2400
2305,CKSAAP_QP.gap0,2400
2459,CKSAAP_CS.gap1,2400
2460,CKSAAP_CT.gap1,2400
2461,CKSAAP_CV.gap1,2400
2462,CKSAAP_CW.gap1,2400
2463,CKSAAP_CY.gap1,2400
2464,CKSAAP_DA.gap1,2400
2466,CKSAAP_DD.gap1,2400
2406,CKSAAP_YC.gap0,2400
2405,CKSAAP_YA.gap0,2400
2404,CKSAAP_WV.gap0,2400
2341,CKSAAP_SK.gap0,2400
2342,CKSAAP_SL.gap0,2400
2343,CKSAAP_SM.gap0,2400
2344,CKSAAP_SN.gap0,2400
2345,CKSAAP_SP.gap0,2400
2346,CKSAAP_SQ.gap0,2400
2347,CKSAAP_SR.gap0,2400
2348,CKSAAP_SS.gap0,2400
2349,CKSAAP_ST.gap0,2400
2350,CKSAAP_SV.gap0,2400
2351,CKSAAP_SW.gap0,2400
2352,CKSAAP_SY.gap0,2400
2317,CKSAAP_RF.gap0,2400
2316,CKSAAP_RE.gap0,2400
2353,CKSAAP_TA.gap0,2400
2354,CKSAAP_TC.gap0,2400
2355,CKSAAP_TD.gap0,2400
2356,CKSAAP_TE.gap0,2400
2357,CKSAAP_TF.gap0,2400
2340,CKSAAP_SI.gap0,2400
2358,CKSAAP_TG.gap0,2400
2339,CKSAAP_SH.gap0,2400
2337,CKSAAP_SF.gap0,2400
2322,CKSAAP_RL.gap0,2400
2321,CKSAAP_RK.gap0,2400
2320,CKSAAP_RI.gap0,2400
2319,CKSAAP_RH.gap0,2400
2323,CKSAAP_RM.gap0,2400
2324,CKSAAP_RN.gap0,2400
2325,CKSAAP_RP.gap0,2400
2326,CKSAAP_RQ.gap0,2400
2327,CKSAAP_RR.gap0,2400
2328,CKSAAP_RS.gap0,2400
2329,CKSAAP_RT.gap0,2400
2318,CKSAAP_RG.gap0,2400
2330,CKSAAP_RV.gap0,2400
2331,CKSAAP_RW.gap0,2400
2332,CKSAAP_RY.gap0,2400
2333,CKSAAP_SA.gap0,2400
2334,CKSAAP_SC.gap0,2400
2335,CKSAAP_SD.gap0,2400
2336,CKSAAP_SE.gap0,2400
2338,CKSAAP_SG.gap0,2400
2359,CKSAAP_TH.gap0,2400
2360,CKSAAP_TI.gap0,2400
2361,CKSAAP_TK.gap0,2400
2385,CKSAAP_VQ.gap0,2400
2386,CKSAAP_VR.gap0,2400
2387,CKSAAP_VS.gap0,2400
2388,CKSAAP_VT.gap0,2400
2389,CKSAAP_VV.gap0,2400
2390,CKSAAP_VW.gap0,2400
2391,CKSAAP_VY.gap0,2400
2392,CKSAAP_WA.gap0,2400
2393,CKSAAP_WE.gap0,2400
2394,CKSAAP_WF.gap0,2400
2395,CKSAAP_WG.gap0,2400
2396,CKSAAP_WI.gap0,2400
2397,CKSAAP_WK.gap0,2400
2398,CKSAAP_WL.gap0,2400
2399,CKSAAP_WP.gap0,2400
2400,CKSAAP_WQ.gap0,2400
2401,CKSAAP_WR.gap0,2400
2402,CKSAAP_WS.gap0,2400
2403,CKSAAP_WT.gap0,2400
2384,CKSAAP_VP.gap0,2400
2383,CKSAAP_VN.gap0,2400
2382,CKSAAP_VM.gap0,2400
2381,CKSAAP_VL.gap0,2400
2362,CKSAAP_TL.gap0,2400
2363,CKSAAP_TM.gap0,2400
2364,CKSAAP_TN.gap0,2400
2365,CKSAAP_TP.gap0,2400
2366,CKSAAP_TQ.gap0,2400
2367,CKSAAP_TR.gap0,2400
2368,CKSAAP_TS.gap0,2400
2369,CKSAAP_TT.gap0,2400
2370,CKSAAP_TV.gap0,2400
2300,CKSAAP_QI.gap0,2400
2371,CKSAAP_TY.gap0,2400
2373,CKSAAP_VC.gap0,2400
2374,CKSAAP_VD.gap0,2400
2375,CKSAAP_VE.gap0,2400
2376,CKSAAP_VF.gap0,2400
2315,CKSAAP_RD.gap0,2400
2377,CKSAAP_VG.gap0,2400
2378,CKSAAP_VH.gap0,2400
2379,CKSAAP_VI.gap0,2400
2380,CKSAAP_VK.gap0,2400
2372,CKSAAP_VA.gap0,2400
4004,OVP_Charged_C4,2400
2299,CKSAAP_QH.gap0,2400
2298,CKSAAP_QG.gap0,2400
2288,CKSAAP_PS.gap0,2400
2591,CKSAAP_KP.gap1,2400
2287,CKSAAP_PR.gap0,2400
2592,CKSAAP_KQ.gap1,2400
2286,CKSAAP_PQ.gap0,2400
2593,CKSAAP_KR.gap1,2400
2285,CKSAAP_PP.gap0,2400
2594,CKSAAP_KS.gap1,2400
2284,CKSAAP_PN.gap0,2400
2595,CKSAAP_KT.gap1,2400
2596,CKSAAP_KV.gap1,2400
2597,CKSAAP_KW.gap1,2400
2598,CKSAAP_KY.gap1,2400
2599,CKSAAP_LA.gap1,2400
2283,CKSAAP_PM.gap0,2400
2600,CKSAAP_LC.gap1,2400
2282,CKSAAP_PL.gap0,2400
2601,CKSAAP_LD.gap1,2400
2602,CKSAAP_LE.gap1,2400
2590,CKSAAP_KN.gap1,2400
2603,CKSAAP_LF.gap1,2400
2589,CKSAAP_KM.gap1,2400
2587,CKSAAP_KK.gap1,2400
2568,CKSAAP_IK.gap1,2400
2569,CKSAAP_IL.gap1,2400
2570,CKSAAP_IM.gap1,2400
2571,CKSAAP_IN.gap1,2400
2572,CKSAAP_IP.gap1,2400
2573,CKSAAP_IQ.gap1,2400
2574,CKSAAP_IR.gap1,2400
2575,CKSAAP_IS.gap1,2400
2576,CKSAAP_IT.gap1,2400
2577,CKSAAP_IV.gap1,2400
2578,CKSAAP_IY.gap1,2400
2580,CKSAAP_KC.gap1,2400
2581,CKSAAP_KD.gap1,2400
2582,CKSAAP_KE.gap1,2400
2583,CKSAAP_KF.gap1,2400
2584,CKSAAP_KG.gap1,2400
2289,CKSAAP_PT.gap0,2400
2585,CKSAAP_KH.gap1,2400
2586,CKSAAP_KI.gap1,2400
2588,CKSAAP_KL.gap1,2400
2605,CKSAAP_LH.gap1,2400
2281,CKSAAP_PK.gap0,2400
2606,CKSAAP_LI.gap1,2400
2628,CKSAAP_ML.gap1,2400
2277,CKSAAP_PF.gap0,2400
2629,CKSAAP_MM.gap1,2400
2630,CKSAAP_MN.gap1,2400
2631,CKSAAP_MP.gap1,2400
2632,CKSAAP_MQ.gap1,2400
2633,CKSAAP_MR.gap1,2400
2634,CKSAAP_MS.gap1,2400
2635,CKSAAP_MT.gap1,2400
2636,CKSAAP_MV.gap1,2400
2637,CKSAAP_MY.gap1,2400
2638,CKSAAP_NA.gap1,2400
2639,CKSAAP_NC.gap1,2400
2640,CKSAAP_ND.gap1,2400
2641,CKSAAP_NE.gap1,2400
2642,CKSAAP_NF.gap1,2400
2643,CKSAAP_NG.gap1,2400
2644,CKSAAP_NH.gap1,2400
2645,CKSAAP_NI.gap1,2400
2627,CKSAAP_MK.gap1,2400
2626,CKSAAP_MI.gap1,2400
2625,CKSAAP_MH.gap1,2400
2278,CKSAAP_PG.gap0,2400
2280,CKSAAP_PI.gap0,2400
2607,CKSAAP_LK.gap1,2400
2608,CKSAAP_LL.gap1,2400
2609,CKSAAP_LM.gap1,2400
2610,CKSAAP_LN.gap1,2400
2611,CKSAAP_LP.gap1,2400
2612,CKSAAP_LQ.gap1,2400
2613,CKSAAP_LR.gap1,2400
2614,CKSAAP_LS.gap1,2400
2567,CKSAAP_II.gap1,2400
2279,CKSAAP_PH.gap0,2400
2616,CKSAAP_LV.gap1,2400
2617,CKSAAP_LW.gap1,2400
2618,CKSAAP_LY.gap1,2400
2619,CKSAAP_MA.gap1,2400
2620,CKSAAP_MC.gap1,2400
2621,CKSAAP_MD.gap1,2400
2622,CKSAAP_ME.gap1,2400
2623,CKSAAP_MF.gap1,2400
2624,CKSAAP_MG.gap1,2400
2615,CKSAAP_LT.gap1,2400
2648,CKSAAP_NM.gap1,2400
2566,CKSAAP_IH.gap1,2400
2290,CKSAAP_PV.gap0,2400
2502,CKSAAP_FA.gap1,2400
2503,CKSAAP_FC.gap1,2400
2293,CKSAAP_QA.gap0,2400
2504,CKSAAP_FD.gap1,2400
2505,CKSAAP_FE.gap1,2400
2506,CKSAAP_FF.gap1,2400
2507,CKSAAP_FG.gap1,2400
2508,CKSAAP_FH.gap1,2400
2509,CKSAAP_FI.gap1,2400
2510,CKSAAP_FK.gap1,2400
2511,CKSAAP_FL.gap1,2400
2512,CKSAAP_FM.gap1,2400
2513,CKSAAP_FN.gap1,2400
2514,CKSAAP_FP.gap1,2400
2515,CKSAAP_FQ.gap1,2400
2516,CKSAAP_FR.gap1,2400
2517,CKSAAP_FS.gap1,2400
2518,CKSAAP_FT.gap1,2400
2519,CKSAAP_FV.gap1,2400
2501,CKSAAP_EY.gap1,2400
2520,CKSAAP_FY.gap1,2400
2294,CKSAAP_QC.gap0,2400
2499,CKSAAP_ET.gap1,2400
2297,CKSAAP_QF.gap0,2400
2296,CKSAAP_QE.gap0,2400
2485,CKSAAP_ED.gap1,2400
2486,CKSAAP_EE.gap1,2400
2487,CKSAAP_EF.gap1,2400
2488,CKSAAP_EG.gap1,2400
2489,CKSAAP_EH.gap1,2400
4003,OVP_Tiny_C4,2400
2295,CKSAAP_QD.gap0,2400
